"Ciqual  AGB","Ciqual  code","Groupe d'aliment","Sous-groupe d'aliment","Nom Français","LCI Name","Ingredients","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine   substances non-cancérogènes","Effets toxicologiques sur la santé humaine   substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux"," id"," i"," rand"
"37000","37000","aides culinaires et ingrédients divers","ingrédients divers","Base de pizza à la crème","cream sauce for pizza base","Fromage frais crémeux","0.16121408","1.5623058","4.4283992e-08","0.2133064","0.0026644992","1.1613884e-07","2.2276066e-08","1.060761e-09","0.017121739","0.00021945029","0.0054044341","0.072063567","17.0407004","86.028631","0.30535146","7.9179679","1.4525079e-05","6zSO8QZaML-gN4W6DRILO","1","634341"
"37000","37000","aides culinaires et ingrédients divers","ingrédients divers","Base de pizza à la crème","cream sauce for pizza base","Autres étapes","0.05636717000000001","0.39819866","5.9495388e-08","0.515853829","0.00109382906","2.81439436e-08","6.1935114000000005e-09","2.205987e-10","0.0021609221600000002","9.0227932e-05","0.0013002928","0.0069759166","2.20085771","8.9653581","0.14403169","15.2692804","2.32022854e-06","Xa1ULHT-5G-7fmqqDJ2d6","2","63693"
"37002","37002","aides culinaires et ingrédients divers","ingrédients divers","Base de pizza tomatée","Tomato sauce for pizza base","Huile d'olive","0.047562891","0.060536002","1.7630302e-08","0.011424039","0.00089049517","2.6415954e-08","1.9975525e-08","4.1083701e-10","0.0037725052","5.1652326e-05","0.0017387606","0.015761633","5.5453265","57.072861","1.9449399","1.7206826","1.8933753e-06","9co8Qv-7obb3ka7DDQS6R","3","600130"
"37002","37002","aides culinaires et ingrédients divers","ingrédients divers","Base de pizza tomatée","Tomato sauce for pizza base","Oignons","0.0028053727","0.0099455619","1.4308056e-09","0.0024453698","4.5886185e-05","8.803709e-10","3.0360405e-10","1.3342069e-11","0.00011259197","2.8187093e-06","0.00012881008","0.00041323048","0.23186538","1.0147093","0.16918972","0.13994008","1.5453559e-07","DCSlrDFP4axDJsaAC SEG","4","187563"
"37002","37002","aides culinaires et ingrédients divers","ingrédients divers","Base de pizza tomatée","Tomato sauce for pizza base","Tomate","0.039681234","0.24961395","3.3988172e-08","0.040745415","0.00086786387","1.6730774e-08","1.1715944e-08","3.4853721e-10","0.0019514335","3.4829113e-05","0.0010069699","0.0070553524","1.89805545","-3.239036","1.6047508","4.247392","2.6089528e-06","eshHr0KGbRul03pfQ4SM0","5","260246"
"37002","37002","aides culinaires et ingrédients divers","ingrédients divers","Base de pizza tomatée","Tomato sauce for pizza base","Autres étapes","0.05636717000000001","0.39819866","5.9495388e-08","0.515853829","0.00109382906","2.81439436e-08","6.1935114000000005e-09","2.205987e-10","0.0021609221600000002","9.0227932e-05","0.0013002928","0.0069759166","2.20085771","8.9653581","0.14403169","15.2692804","2.32022854e-06","Zl rRxQzmMLJ3hhIuvzn4","6","210724"
"11172","11172","aides culinaires et ingrédients divers","aides culinaires","Court-bouillon pour poissons, déshydraté","Aromatic stock cube, for fish, dehydrated","Carotte","0.044818826000000006","0.16160164","2.1479843e-08","0.038763642","0.0006439766","1.3479875e-08","8.4182049e-09","1.9058801e-10","0.0016989271","4.2717361e-05","0.0013653128","0.0052544491","20.1450159","9.6538875","2.3000179","2.3767463","1.6283407e-06","y6kGDWtpwKdw6f0CXgxqb","7","475945"
"11172","11172","aides culinaires et ingrédients divers","aides culinaires","Court-bouillon pour poissons, déshydraté","Aromatic stock cube, for fish, dehydrated","Poireau","0.076439666","0.49926697","5.0540162e-08","0.055261843","0.0021563352","6.2877827e-08","3.6621789e-08","4.5194208e-10","0.0055150122","4.6644683e-05","0.0023833151","0.035625912","12.0489134","11.783354","1.7211446","4.1061419","2.2952438e-06","r6LQDBi5a1062ubqfT9JZ","8","279276"
"11172","11172","aides culinaires et ingrédients divers","aides culinaires","Court-bouillon pour poissons, déshydraté","Aromatic stock cube, for fish, dehydrated","Oignons","0.045690589999999996","0.16198154","2.3303268e-08","0.03982729","0.00074733988","1.4338439e-08","4.9447436e-09","2.1729983e-10","0.0018337648","4.5907801e-05","0.0020979061","0.0067302091","3.7763489999999997","16.526384","2.7555619","2.2791784","2.5168928e-06","lx-Jz5HE13aWZqFetPULM","9","927882"
"11172","11172","aides culinaires et ingrédients divers","aides culinaires","Court-bouillon pour poissons, déshydraté","Aromatic stock cube, for fish, dehydrated","Autres étapes","1.90261462","8.5712552","7.646541999999999e-07","30.2394538","0.0245817306","4.9497106e-07","1.1162224099999999e-07","5.9531604e-09","0.060895298","0.0026867884500000002","0.024107424399999997","0.14005343199999998","27.7443776","74.3604","2.40311726","701.9048","5.3668625999999994e-05","Qx3vClb7pf0K1XErscPxd","10","291118"
"39700","39700","aides culinaires et ingrédients divers","sauces","Crème anglaise, préemballée","Light custard cream with vanilla, prepacked","Jaune d'œuf","0.046290382","0.25887018","1.2015075e-08","0.027092612","0.00072285564","5.255471e-08","4.5689515e-09","2.8889819e-10","0.0075187295","6.8078527e-05","0.0016434113","0.032898596","6.9862757","18.543658","0.39160803","1.470188","8.8758194e-07","70c6vFVaZdhjgzmg4h6fu","11","215117"
"39700","39700","aides culinaires et ingrédients divers","sauces","Crème anglaise, préemballée","Light custard cream with vanilla, prepacked","Lait demi-écremé","0.077797192","0.84474976","2.2409847e-08","0.04456688","0.0013521639","6.4131934e-08","1.0839277e-08","4.6193193e-10","0.0094362029","9.0300994e-05","0.0030385511","0.040920984","9.311363400000001","49.204121","0.266469","2.3377505","1.8142668e-06","zVqiUwFwtgDr0cbY97QFK","12","337397"
"39700","39700","aides culinaires et ingrédients divers","sauces","Crème anglaise, préemballée","Light custard cream with vanilla, prepacked","Sucre blanc","0.012868665","0.058093736","4.4122449e-09","0.0035232812","0.00022981873","1.3113686e-08","6.6488285e-10","4.569954e-11","0.0018870156","1.5669221e-05","0.00060324504","0.0080484417","0.9247440899999999","3.5741227","0.2477707","0.58849083","4.8493056e-07","b8T3M6b9I9VBzqY4gkrH5","13","33969"
"39700","39700","aides culinaires et ingrédients divers","sauces","Crème anglaise, préemballée","Light custard cream with vanilla, prepacked","Autres étapes","0.077969398","0.5752558","1.3624722e-07","0.68620044","0.0015301105","2.78836166e-08","7.608585e-09","3.0841341e-10","0.0026803284","9.7001062e-05","0.00130330957","0.0080016987","5.7397493200000005","4.9122432","0.31385829200000004","21.044037","5.18085214e-06","5diijUz9KuCcyvRICr9ht","14","337312"
"25620","25620","aides culinaires et ingrédients divers","sauces","Guacamole, préemballé","Guacamole, prepacked","Avocat","0.21340388999999998","0.79680692","6.8734625e-08","0.032658617","0.003548902","3.8488441e-08","4.2292849e-08","5.1581297e-10","0.0066074208","0.00016246088","0.006289097","0.020558559","12.2339444","57.868697","16.412787","6.3408109","8.7621355e-06","Tcrbwg80yIZRJ13 uhmE8","15","128203"
"25620","25620","aides culinaires et ingrédients divers","sauces","Guacamole, préemballé","Guacamole, prepacked","Jus de citron","0.015326942","0.08048061","9.4814499e-09","0.008142946","0.00045235086","9.2106557e-09","2.5817649e-09","1.1200055e-10","0.0013261912","2.1344303e-05","0.0003056646","0.00524016","9.2362813","10.982532","0.10313069","0.95483968","8.0868243e-07","a2yw1lucSvLUpR3ZAz3FV","16","447785"
"25620","25620","aides culinaires et ingrédients divers","sauces","Guacamole, préemballé","Guacamole, prepacked","Oignons","0.010724889","0.038021703","5.4699438e-09","0.0093486046","0.00017542205","3.365642e-09","1.1606728e-09","5.1006487e-11","0.00043043707","1.0775874e-05","0.0004924386","0.0015797726","0.88641714","3.8792153","0.64680922","0.53498837","5.9078675e-07","r4m1S4t361ikGxAicmVkj","17","360586"
"25620","25620","aides culinaires et ingrédients divers","sauces","Guacamole, préemballé","Guacamole, prepacked","Autres étapes","0.074658219","0.55058259","1.29849695e-07","0.66006461","0.0014573191099999999","2.65766467e-08","7.2465627e-09","2.9389998e-10","0.0025493527","9.1820618e-05","0.00123761674","0.007591763099999999","5.5872056599999995","4.6766221","0.29870973","20.1789746","4.98053559e-06","h4IA1DzsrnL-lPsYo7uhs","18","980254"
"11112","11112","aides culinaires et ingrédients divers","sauces","Harissa (sauce condimentaire)","Harissa (hot spicy sauce), prepacked","Piment","0.059112366","0.62917771","3.6364643e-08","0.067819721","0.0018807204","2.5647913e-08","6.5766322e-09","1.8779806e-10","0.0033494785","0.00021818596","0.0013229851","0.0081296437","4.2371223","4.0361369","0.971103","7.0843768","3.4893164e-06","vHJ3gYIsqEfNm5UxkxTre","19","957313"
"11112","11112","aides culinaires et ingrédients divers","sauces","Harissa (sauce condimentaire)","Harissa (hot spicy sauce), prepacked","Ail","0.0042273029","0.012452453","2.163288e-09","0.0043164341","5.9896163e-05","1.1026591e-09","4.1594099e-10","1.9235289e-11","0.00014108054","3.8121728e-06","0.00018415332","0.00047940788","0.27632366","1.595357","0.27990867","0.21709646","2.5341799e-07","B0H3MzZtpX7yQ9X8uI92M","20","836014"
"11112","11112","aides culinaires et ingrédients divers","sauces","Harissa (sauce condimentaire)","Harissa (hot spicy sauce), prepacked","Huile d'olive","0.14648422","0.18643881","5.4297814e-08","0.035183761","0.0027425475","8.1355867e-08","6.1520631e-08","1.265296e-09","0.011618564","0.00015907886","0.0053550356","0.048542684","17.0784989","175.77303","5.9900267","5.299359","5.8312182e-06","DABL5SzCq9VMYcGiCPSvd","21","871837"
"11112","11112","aides culinaires et ingrédients divers","sauces","Harissa (sauce condimentaire)","Harissa (hot spicy sauce), prepacked","Sel","0.0022606983","0.014739529","9.8056163e-10","0.0016344565","5.8748785e-05","1.0559385e-09","2.8840196e-10","1.9485902e-11","0.00010895005","7.7629222e-06","2.5002694e-05","0.00021822531","0.116007304","0.10485722","0.0082045022","0.17979498","7.2073402e-07","adHMYrDCnuT0eK8zJbHUf","22","239084"
"11112","11112","aides culinaires et ingrédients divers","sauces","Harissa (sauce condimentaire)","Harissa (hot spicy sauce), prepacked","Autres étapes","0.077969398","0.5752558","1.3624722e-07","0.68620044","0.0015301105","2.78836166e-08","7.608585e-09","3.0841341e-10","0.0026803284","9.7001062e-05","0.00130330957","0.0080016987","5.7397493200000005","4.9122432","0.31385829200000004","21.044037","5.18085214e-06","Gdky07I4m12PWnAdRHtoz","23","529214"
"11060","11060","aides culinaires et ingrédients divers","herbes","Herbes de Provence, séchées","Provence herbs, dried","Origan","0.066134134","0.18155471","1.2577733e-08","0.0068837074","0.00090768536","3.6642248e-08","5.5137805e-09","3.3339682e-10","0.0051411393","7.2658644e-05","0.0028720628","0.021945147","2.94917619","26.321682","3.9530204","1.563535","1.9879463e-06","0X-b1QVl9AFWnJdBJ3kwu","24","924068"
"11060","11060","aides culinaires et ingrédients divers","herbes","Herbes de Provence, séchées","Provence herbs, dried","Herbes de Provence","0.13888168","0.3812649","2.6413238e-08","0.014455785","0.0019061393","7.6948721e-08","1.1578939e-08","7.0013333e-10","0.010796393","0.00015258315","0.006031332","0.046084809","6.1932699","55.275533","8.3013429","3.2834235","4.1746872e-06","ohhr3H65ppMql7zQFsBRS","25","991385"
"11060","11060","aides culinaires et ingrédients divers","herbes","Herbes de Provence, séchées","Provence herbs, dried","Romarin","0.06282742799999999","0.17247698","1.1948846e-08","0.006539522","0.00086230109","3.4810136e-08","5.2380915e-09","3.1672698e-10","0.0048840823","6.9025711e-05","0.0027284597","0.02084789","2.80171735","25.005598","3.7553694","1.4853583","1.888549e-06","7mWRUiKOZMNcdCN6IpHY3","26","484726"
"11060","11060","aides culinaires et ingrédients divers","herbes","Herbes de Provence, séchées","Provence herbs, dried","Thym","0.066134134","0.18155471","1.2577733e-08","0.0068837074","0.00090768536","3.6642248e-08","5.5137805e-09","3.3339682e-10","0.0051411393","7.2658644e-05","0.0028720628","0.021945147","2.94917619","26.321682","3.9530204","1.563535","1.9879463e-06","4MeQO1NmLD9uOF5hQVxvh","27","438290"
"11060","11060","aides culinaires et ingrédients divers","herbes","Herbes de Provence, séchées","Provence herbs, dried","Autres étapes","0.066561098","0.64142416","1.0402339e-07","0.13453839","0.0024126094","7.2990131e-08","5.6461338e-09","2.662225e-10","0.0050132313","9.1322398e-05","0.00076885696","0.0085942269","3.25711475","6.5635667","0.13900932","10.803908","4.4325568e-06","WVqD6dSTg3MzkaoMB WDb","28","164122"
"25621","25621","aides culinaires et ingrédients divers","sauces","Houmous","Hummus","Pois chiches","0.031433346","0.19101921","2.6655505e-08","0.011581316","0.0013158185","7.6741529e-09","1.510359e-09","5.0170482e-10","0.0020208633","0.00010022989","0.0036811989","0.0067317117","6.0964334000000004","49.733855","0.26184925","1.4879756","5.8062234e-07","rYUCKu3slSEPV5fnKaTq6","29","398620"
"25621","25621","aides culinaires et ingrédients divers","sauces","Houmous","Hummus","Ail","0.0010397111","0.0030626986","5.3206374e-10","0.0010616331","1.4731546e-05","2.7120056e-10","1.0230128e-10","4.7309467e-12","3.4698959e-05","9.376093e-07","4.529277e-05","0.00011791105","0.067962196","0.39238031","0.068843933","0.053395182","6.2328515e-08","p Vby2qQkssDz9PrsWYm4","30","292966"
"25621","25621","aides culinaires et ingrédients divers","sauces","Houmous","Hummus","Jus de citron","0.008939854899999999","0.0469425","5.530313e-09","0.0047495943","0.00026384591","5.3723649e-09","1.5058845e-09","6.5327359e-11","0.000773537","1.2449644e-05","0.00017828717","0.0030564656","5.3873117","6.4058601","0.060153776","0.55693616","4.7168598e-07","ig8AYQHd1PQkeA2wNd LB","31","306352"
"25621","25621","aides culinaires et ingrédients divers","sauces","Houmous","Hummus","Huile d'olive","0.022642158","0.028817965","8.3928477e-09","0.0054383763","0.00042391731","1.2575228e-08","9.5092832e-09","1.9557761e-10","0.0017958888","2.4588921e-05","0.00082773127","0.0075032736","2.6398345","27.169349","0.92588225","0.8191253","9.0133512e-07","O ixsISWlzs-4UdIJJZS4","32","825505"
"25621","25621","aides culinaires et ingrédients divers","sauces","Houmous","Hummus","Graine de sésame","0.029929419999999998","0.13092274","1.2657041e-08","0.0041519571","0.00077449148","2.3941547e-08","8.4898367e-09","3.7474879e-10","0.0036819494","8.4493428e-05","0.0026932411","0.015708292","1.07013809","35.343143","0.091551679","0.99734339","1.1211895e-06","h zGYKdrFjKD7QDH37LsB","33","525123"
"25621","25621","aides culinaires et ingrédients divers","sauces","Houmous","Hummus","Autres étapes","0.074824597","0.55073439","1.29860026e-07","0.6601198699999999","0.00145783316","2.6584924600000002e-08","7.2541575e-09","2.9453821e-10","0.0025502125000000002","9.1932038e-05","0.00123778269","0.0075933375","5.587825179999999","4.6772207","0.31888465099999996","20.181629100000002","4.9813e-06","BDXKF6VCQMneMBAJQm0ag","34","492212"
"11008","11008","aides culinaires et ingrédients divers","sauces","Ketchup","Ketchup","Oignons","0.0094715154","0.033578264","4.8306941e-09","0.0082560717","0.0001549212","2.9723133e-09","1.0250298e-09","4.504557e-11","0.00038013366","9.5165425e-06","0.00043488933","0.0013951511","0.78282524","3.4258674","0.5712193","0.47246649","5.2174395e-07","UZhTub4xu9c8Isj68RBIR","35","427590"
"11008","11008","aides culinaires et ingrédients divers","sauces","Ketchup","Ketchup","Vin rouge","0.014692677","0.08797261","1.5009275e-08","0.020890469","0.00044097523","8.7405016e-09","8.8608739e-09","1.8000054e-10","0.00079429789","2.5008056e-05","0.00052485143","0.0022239403","1.21542964","8.5518711","0.020280589","1.4006464","2.4326771e-06","98Bd3WLhPIdkVslBmjK61","36","718302"
"11008","11008","aides culinaires et ingrédients divers","sauces","Ketchup","Ketchup","Tomate","0.027226827","0.17126977","2.3320597e-08","0.027957002","0.00059547491","1.147963e-08","8.0387615e-09","2.3914484e-10","0.0013389539","2.3897599e-05","0.0006909209","0.0048409497","1.30232913","-2.2224276","1.1010815","2.9142997","1.7901032e-06","9SPfros0JHzAt7n155hRk","37","180902"
"11008","11008","aides culinaires et ingrédients divers","sauces","Ketchup","Ketchup","Sucre blanc","0.016968416","0.076601475","5.8179159e-09","0.0046457424","0.00030303531","1.7291497e-08","8.7670394e-10","6.0258686e-11","0.0024881888","2.0661186e-05","0.0007954293","0.010612547","1.21935282","4.7127812","0.3267065","0.77597463","6.3942172e-07","T0ukIjbxwhK5tKe6a3D9X","38","309444"
"11008","11008","aides culinaires et ingrédients divers","sauces","Ketchup","Ketchup","Autres étapes","0.077969398","0.5752558","1.3624722e-07","0.68620044","0.0015301105","2.78836166e-08","7.608585e-09","3.0841341e-10","0.0026803284","9.7001062e-05","0.00130330957","0.0080016987","5.7397493200000005","4.9122432","0.31385829200000004","21.044037","5.18085214e-06","Rrx53sZdagDO6co01kq3N","39","781302"
"11054","11054","aides culinaires et ingrédients divers","sauces","Mayonnaise (70% MG min.)","Mayonnaise (70% fat and more)","Huile combinée (mélange d'huile d'olive et d'huile...","0.28109908","1.4392339","1.6096782e-07","0.10265801","0.0065532345","1.8743094e-07","6.5174177e-08","3.3589766e-09","0.027080577","0.000527546","0.017603185","0.11627087","41.393372","310.88075","3.9630144","12.939427","8.1308328e-06","uTImmCC5UsQCbGOE6PR0v","40","988418"
"11054","11054","aides culinaires et ingrédients divers","sauces","Mayonnaise (70% MG min.)","Mayonnaise (70% fat and more)","Jaune d'œuf","0.059665369","0.33366725","1.5486671e-08","0.03492066","0.00093171512","6.7739691e-08","5.889089e-09","3.7237147e-10","0.0096911658","8.7748907e-05","0.002118253","0.042404206","9.0048666","23.9016","0.50475794","1.8949792","1.1440369e-06","RWgnPCv-yM3ECK PAxXHH","41","449828"
"11054","11054","aides culinaires et ingrédients divers","sauces","Mayonnaise (70% MG min.)","Mayonnaise (70% fat and more)","Moutarde","0.018122623","0.08505702","1.0155456e-08","0.039885655","0.00038353951","9.7544055e-09","5.1332511e-09","2.2760042e-10","0.0012723355","3.5906121e-05","0.00092415737","0.0053161891","2.21750728","18.589909","0.2925798","1.5587033","8.8935936e-07"," YpLyS0mzMoLxHBYAS06u","42","649451"
"11054","11054","aides culinaires et ingrédients divers","sauces","Mayonnaise (70% MG min.)","Mayonnaise (70% fat and more)","Vin rouge","0.016679186999999998","0.099866866","1.703859e-08","0.023714946","0.00050059688","9.9222531e-09","1.00589e-08","2.0433734e-10","0.00090169021","2.8389247e-05","0.00059581348","0.0025246261","1.37976069","9.7081189","0.023022607","1.5900195","2.761585e-06","qTaFChuZJ3ac4eFoa7WWo","43","433686"
"11054","11054","aides culinaires et ingrédients divers","sauces","Mayonnaise (70% MG min.)","Mayonnaise (70% fat and more)","Autres étapes","0.077969398","0.5752558","1.3624722e-07","0.68620044","0.0015301105","2.78836166e-08","7.608585e-09","3.0841341e-10","0.0026803284","9.7001062e-05","0.00130330957","0.0080016987","5.7397493200000005","4.9122432","0.31385829200000004","21.044037","5.18085214e-06","QvP1zsE YVSXPf1FO71Qw","44","256419"
"11079","11079","aides culinaires et ingrédients divers","sauces","Mayonnaise à teneur réduite en matière grasse ou M...","Mayonnaise, reduced fat or light mayonnaise","Huile combinée (mélange d'huile d'olive et d'huile...","0.28109908","1.4392339","1.6096782e-07","0.10265801","0.0065532345","1.8743094e-07","6.5174177e-08","3.3589766e-09","0.027080577","0.000527546","0.017603185","0.11627087","41.393372","310.88075","3.9630144","12.939427","8.1308328e-06","WGCyAsZ8THhkDpEgUQJsi","45","195227"
"11079","11079","aides culinaires et ingrédients divers","sauces","Mayonnaise à teneur réduite en matière grasse ou M...","Mayonnaise, reduced fat or light mayonnaise","Jaune d'œuf","0.059665369","0.33366725","1.5486671e-08","0.03492066","0.00093171512","6.7739691e-08","5.889089e-09","3.7237147e-10","0.0096911658","8.7748907e-05","0.002118253","0.042404206","9.0048666","23.9016","0.50475794","1.8949792","1.1440369e-06","lVn OhHmyOWw0b5S0J3oo","46","343070"
"11079","11079","aides culinaires et ingrédients divers","sauces","Mayonnaise à teneur réduite en matière grasse ou M...","Mayonnaise, reduced fat or light mayonnaise","Moutarde","0.018122623","0.08505702","1.0155456e-08","0.039885655","0.00038353951","9.7544055e-09","5.1332511e-09","2.2760042e-10","0.0012723355","3.5906121e-05","0.00092415737","0.0053161891","2.21750728","18.589909","0.2925798","1.5587033","8.8935936e-07","ZgsA-qZdKjHKhxyMsX30W","47","915879"
"11079","11079","aides culinaires et ingrédients divers","sauces","Mayonnaise à teneur réduite en matière grasse ou M...","Mayonnaise, reduced fat or light mayonnaise","Vin rouge","0.016679186999999998","0.099866866","1.703859e-08","0.023714946","0.00050059688","9.9222531e-09","1.00589e-08","2.0433734e-10","0.00090169021","2.8389247e-05","0.00059581348","0.0025246261","1.37976069","9.7081189","0.023022607","1.5900195","2.761585e-06","RLEvnEDxeU-UmdcRYYnQ2","48","723140"
"11079","11079","aides culinaires et ingrédients divers","sauces","Mayonnaise à teneur réduite en matière grasse ou M...","Mayonnaise, reduced fat or light mayonnaise","Autres étapes","0.077969398","0.5752558","1.3624722e-07","0.68620044","0.0015301105","2.78836166e-08","7.608585e-09","3.0841341e-10","0.0026803284","9.7001062e-05","0.00130330957","0.0080016987","5.7397493200000005","4.9122432","0.31385829200000004","21.044037","5.18085214e-06","-IYLRe4 O4pW9sCwcCShd","49","715697"
"20916","20916","aides culinaires et ingrédients divers","ingrédients divers","Miso","Miso","Haricot mungo","0.026676361000000003","0.18260557","1.5126285e-08","0.0089503078","0.00078383817","4.9586308e-09","1.1790824e-08","5.1165439e-10","0.00080739451","5.8513754e-05","0.0035985324","0.0030952071","3.62465731","52.695978","0.016814406","1.2065295","1.2291442e-06","ewAKHVUhdzvbzNgy8J8AJ","50","111755"
"20916","20916","aides culinaires et ingrédients divers","ingrédients divers","Miso","Miso","Riz non décortiqué","0.1768452","0.44589247","2.0308135e-08","0.0087773615","0.0016156423","3.0975559e-08","1.2883999e-07","2.2612227e-10","0.0052510392","8.9326677e-05","0.0040519518","0.020348664","11.1122679","11.63334","14.830488","2.6247461","2.4621825e-06","tpZLJcyuZSezGnMny HfO","51","894429"
"20916","20916","aides culinaires et ingrédients divers","ingrédients divers","Miso","Miso","Sel","0.0028942408","0.018870163","1.2553561e-09","0.0020924997","7.5212658e-05","1.3518567e-09","3.6922428e-10","2.4946669e-11","0.00013948242","9.9384185e-06","3.2009497e-05","0.00027938119","0.14851741499999999","0.1342426","0.010503748","0.23018107","9.2271392e-07","HSgUfIqsb1JBEdsKwTeZR","52","674632"
"20916","20916","aides culinaires et ingrédients divers","ingrédients divers","Miso","Miso","Autres étapes","0.056623301","0.39843235","5.9511293e-08","0.515938909","0.00109462042","2.8156687e-08","6.2052033e-09","2.2158122e-10","0.00216224586","9.0399458e-05","0.00130054828","0.0069783402000000005","2.20181143","8.9662796","0.175089988","15.2733674","2.3214053100000003e-06","npnfNbKV3tEjdZIR05i12","53","557744"
"11013","11013","aides culinaires et ingrédients divers","condiments","Moutarde","Mustard","Miel","0.01792481","0.11276242","1.8275591e-08","0.009620215","0.00053400986","1.6695716e-08","4.4379768e-09","1.1868057e-10","0.0021057235","2.4530343e-05","0.00050274663","0.0084519736","1.31977176","4.1662766","0.19621078","1.5352527","9.6290333e-07","C3fRSApLEK6q QmmPddxF","54","643783"
"11013","11013","aides culinaires et ingrédients divers","condiments","Moutarde","Mustard","Huile d'olive","0.078283062","0.099635314","2.9017455e-08","0.018802658","0.0014656529","4.347763e-08","3.2877422e-08","6.7619059e-10","0.0062091109","8.5013803e-05","0.0028618004","0.025941839","9.1269713","93.935383","3.2011479","2.8320461","3.1162786e-06","mrvjr-b1L31n8PVX3R-Wa","55","948615"
"11013","11013","aides culinaires et ingrédients divers","condiments","Moutarde","Mustard","Vin rouge","0.029422836","0.17616964","3.0056838e-08","0.041834231","0.0008830754","1.75033e-08","1.7744352e-08","3.6046026e-10","0.001590622","5.0079908e-05","0.0010510418","0.0044535539","2.43395987","17.125558","0.040612914","2.8048659","4.8715601e-06","sYUWzUQ LeFKc8PBguenv","56","167644"
"11013","11013","aides culinaires et ingrédients divers","condiments","Moutarde","Mustard","Graines de tournesol","0.070103265","0.50115094","3.3884225e-08","0.019749608","0.0015478912","3.3644872e-08","7.5213246e-09","1.6036091e-09","0.0044588823","0.00026691897","0.0060202695","0.021732751","13.980407799999998","115.55501","0.27242987","2.3412313","1.4105059e-06","87ivhXmLWivLldTzF gJk","57","259585"
"11013","11013","aides culinaires et ingrédients divers","condiments","Moutarde","Mustard","Farine de blé","0.009846977299999999","0.070252426","4.4965725e-09","0.0072635006","0.00021357696","7.0815535e-09","4.4233187e-10","1.123773e-10","0.0010934106","1.6160688e-05","0.00073581944","0.0047214793","1.4077996099999999","9.5647649","0.031884534","0.49904553","3.3152214e-07","-XtlU Wpgw6oCil76BYLa","58","817031"
"11013","11013","aides culinaires et ingrédients divers","condiments","Moutarde","Mustard","Autres étapes","0.104399765","0.85728865","1.30747345e-07","0.56583508","0.00302908389","8.93604251e-08","1.03452653e-08","4.0020742e-10","0.006711323","0.00012878738299999999","0.00177155087","0.0137689312","4.39705781","10.1572052","0.237573898","22.083597","5.77318083e-06","M4gt3hHu-lZSf8EwqrgIe","59","743295"
"11021","11021","aides culinaires et ingrédients divers","condiments","Moutarde à l'ancienne","Mustard, with grains","Huile combinée (mélange d'huile d'olive et d'huile...","0.053635896999999995","0.27461705","3.0713916e-08","0.019587948","0.0012504083","3.5763285e-08","1.2435741e-08","6.4091893e-10","0.0051671853","0.00010065989","0.003358825","0.022185389","7.8981782","59.318471","0.75617406","2.4689437","1.5514263e-06"," 9wCKPqckSQ6b-M6-ZjeJ","60","810718"
"11021","11021","aides culinaires et ingrédients divers","condiments","Moutarde à l'ancienne","Mustard, with grains","Miel","0.0063800171","0.040135778","6.5048714e-09","0.0034241443","0.0001900713","5.9425428e-09","1.5796189e-09","4.2242238e-11","0.00074949479","8.7311389e-06","0.00017894371","0.0030083296","0.46974927","1.482912","0.069837735","0.54644587","3.427283e-07","sJuB3BoL2NY8f4LLbK1-2","61","244626"
"11021","11021","aides culinaires et ingrédients divers","condiments","Moutarde à l'ancienne","Mustard, with grains","Vin rouge","0.056784199","0.33999619","5.8007783e-08","0.080737401","0.0017042793","3.3780255e-08","3.4245469e-08","6.9566534e-10","0.0030697992","9.6651033e-05","0.0020284437","0.0085950753","4.6973876","33.051236","0.078380337","5.4132126","9.4018006e-06","uA5 H2evGtzzlSkBKSVT4","62","4486"
"11021","11021","aides culinaires et ingrédients divers","condiments","Moutarde à l'ancienne","Mustard, with grains","Graines de tournesol","0.06867984899999999","0.49097529","3.3196221e-08","0.019348601","0.0015164619","3.2961728e-08","7.3686074e-09","1.5710485e-09","0.0043683466","0.00026149929","0.0058980305","0.021291477","13.696541700000001","113.20872","0.26689829","2.2936937","1.3818662e-06","Mop2nh0iZ6WZWB 4C5qVe","63","613250"
"11021","11021","aides culinaires et ingrédients divers","condiments","Moutarde à l'ancienne","Mustard, with grains","Farine de blé","0.0061409331","0.043811967","2.8042261e-09","0.0045297831","0.00013319436","4.4163143e-09","2.7585424e-10","7.0082569e-11","0.00068189063","1.0078393e-05","0.00045888376","0.0029444862","0.87795505","5.9649352","0.019884355","0.31122294","2.0674926e-07","1tGSkpyzcYN3MYOcSfJ0W","64","412569"
"11021","11021","aides culinaires et ingrédients divers","condiments","Moutarde à l'ancienne","Mustard, with grains","Autres étapes","0.104372928","0.85726417","1.30745678e-07","0.56582617","0.00302900097","8.93590899e-08","1.03440403e-08","4.0010448e-10","0.0067111843","0.000128769411","0.00177152411","0.0137686773","4.3969578799999995","10.1571086","0.234319716","22.083168","5.7730575300000006e-06","a7r1zJz5F53VjOWrWNsEN","65","563440"
