"Ciqual  AGB","Ciqual  code","Groupe d'aliment","Sous-groupe d'aliment","Nom Français","LCI Name","Ingredients","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine   substances non-cancérogènes","Effets toxicologiques sur la santé humaine   substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux"," id"," i"," rand"
"25152","25152","entrées et plats composés","plats composés","Couscous à la viande","Couscous w meat","Navet","0.0015919490999999999","0.0057400339","7.6295652e-10","0.001376871","2.2873824e-05","4.7880045e-10","2.990117e-10","6.7696196e-12","6.0345297e-05","1.5173057e-06","4.8495433e-05","0.0001866362","0.715543934","0.34290271","0.081695832","0.084421198","5.7838093e-08","V21TmI9IP3Skr6vREVTkM","983","691481"
"25152","25152","entrées et plats composés","plats composés","Couscous à la viande","Couscous w meat","Courgette","0.0031510796","0.015109066","1.6894635e-09","0.0019625864","7.2269408e-05","1.3202867e-09","3.2570878e-10","2.0962395e-11","0.00015884824","3.0968907e-06","9.5726879e-05","0.00070016046","0.178815991","0.50080981","0.17424677","0.2105113","1.2996099e-07","ALA-zmwGc75we1VRF2tZy","984","200883"
"25152","25152","entrées et plats composés","plats composés","Couscous à la viande","Couscous w meat","Autres étapes","0.07590290200000001","0.5765218","7.0431814e-08","0.71834642","0.00151532729","2.74559233e-08","6.3324834999999995e-09","2.5304577e-10","0.0025080943000000003","6.9848538e-05","0.0012269858100000001","0.007546498300000001","1.9429980299999998","4.5391457","0.202071383","22.7310929","4.16659588e-06","Lnir0VjSJ-HEAEnzIowfQ","985","524374"
"25043","25043","entrées et plats composés","plats composés","Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light","Carotte","0.0022620568","0.0081562174","1.0841119e-09","0.0019564448","3.2502227e-05","6.8034452e-10","4.2487631e-10","9.6191922e-12","8.574677e-05","2.1559935e-06","6.8908878e-05","0.00026519798","1.01674172","0.48724261","0.1160845","0.11995707","8.2184194e-08","popx3wDVwWWgtx4AuEmyP","986","920921"
"25043","25043","entrées et plats composés","plats composés","Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light","Pois chiches","0.0025221966","0.01532729","2.138825e-09","0.00092927928","0.00010558064","6.1577035e-10","1.2119048e-10","4.0256554e-11","0.0001621531","8.0423981e-06","0.00029537764","0.00054014932","0.4891749","3.9906207","0.021010659","0.11939445","4.6588858e-08","EPajOl1BeGf2VlS040Pr3","987","73500"
"25043","25043","entrées et plats composés","plats composés","Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light","Blé dur","0.016365862000000002","0.10720063","7.194114e-09","0.0088855057","0.00051575365","9.6159559e-09","4.3848519e-09","9.9785483e-11","0.0014604956","4.7562704e-05","0.0013261056","0.0057592213","0.8766889","16.454304","0.091847405","1.1151253","6.6317857e-07","c7XUz0iqOhF4LS3ni0fI9","988","395354"
"25043","25043","entrées et plats composés","plats composés","Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light","Viande de poulet sans os","0.28174794999999997","2.1648561","1.2472074e-07","0.16010368","0.0056863229","2.5707096e-07","3.0030851e-08","1.9406406e-09","0.03543101","0.00049181187","0.009544101","0.14860274","48.084354","103.36107","2.2626448","15.719709","8.7294803e-06","lQmv3pG UY sJelMJP3oN","989","430635"
"25043","25043","entrées et plats composés","plats composés","Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light","Oignons","0.00071784117","0.0025448789","3.6611576e-10","0.00062572333","1.1741396e-05","2.2527006e-10","7.7686466e-11","3.41398e-12","2.881013e-05","7.2125375e-07","3.2960034e-05","0.00010573777","0.059329913","0.25964469","0.04329241","0.035807987","3.9542699e-08","VCfqzQlCqFzEePhmeNhBh","990","823075"
"25043","25043","entrées et plats composés","plats composés","Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light","Poivre","0.0021024305","0.021994158","1.3080652e-09","0.0024837534","6.7305319e-05","9.0280613e-10","2.386085e-10","6.7123761e-12","0.00011776318","7.8041986e-06","4.6434827e-05","0.00027638612","0.129965587","0.14635701","0.035728663","0.25813638","1.2784749e-07","pAQr6quEqkcudS1z0ACWj","991","621962"
"25043","25043","entrées et plats composés","plats composés","Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light","Concentré de tomates","0.0089622807","0.063433519","9.186559e-09","0.0076182742","0.00017843933","3.3635342e-09","1.872186e-09","6.574708e-11","0.00037757089","1.0079252e-05","0.00016771908","0.0011572873","0.34361048","-0.39463825","0.41216498","1.0298606","4.0448464e-07","mmawJOxPrJU5jtYUvHNw5","992","817969"
"25043","25043","entrées et plats composés","plats composés","Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light","Navet","0.0015919490999999999","0.0057400339","7.6295652e-10","0.001376871","2.2873824e-05","4.7880045e-10","2.990117e-10","6.7696196e-12","6.0345297e-05","1.5173057e-06","4.8495433e-05","0.0001866362","0.715543934","0.34290271","0.081695832","0.084421198","5.7838093e-08","BM-1Zag7G5RHrwnhNwzcw","993","940986"
"25043","25043","entrées et plats composés","plats composés","Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light","Courgette","0.0031510796","0.015109066","1.6894635e-09","0.0019625864","7.2269408e-05","1.3202867e-09","3.2570878e-10","2.0962395e-11","0.00015884824","3.0968907e-06","9.5726879e-05","0.00070016046","0.178815991","0.50080981","0.17424677","0.2105113","1.2996099e-07","hnB5QKfSkfRch4PB 2pFZ","994","821784"
"25043","25043","entrées et plats composés","plats composés","Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light","Autres étapes","0.07586364500000001","0.57648598","7.0429376e-08","0.71833337","0.001515206","2.74539701e-08","6.3306915e-09","2.5289517e-10","0.0025078914","6.9822248e-05","0.00122694665","0.0075461268000000005","1.9428518399999999","4.5390045","0.197311008","22.7304666","4.16641551e-06","IIMuheRBJdFj58F8w-Fo1","995","95089"
"25029","25029","entrées et plats composés","plats composés","Couscous au mouton","Couscous w mutton","Carotte","0.0022620568","0.0081562174","1.0841119e-09","0.0019564448","3.2502227e-05","6.8034452e-10","4.2487631e-10","9.6191922e-12","8.574677e-05","2.1559935e-06","6.8908878e-05","0.00026519798","1.01674172","0.48724261","0.1160845","0.11995707","8.2184194e-08","m WDVjVR-jq-eWbUbIE4W","996","264153"
"25029","25029","entrées et plats composés","plats composés","Couscous au mouton","Couscous w mutton","Pois chiches","0.0025221966","0.01532729","2.138825e-09","0.00092927928","0.00010558064","6.1577035e-10","1.2119048e-10","4.0256554e-11","0.0001621531","8.0423981e-06","0.00029537764","0.00054014932","0.4891749","3.9906207","0.021010659","0.11939445","4.6588858e-08","qSlv5eRqvYjfbi5Hnnd7H","997","360202"
"25029","25029","entrées et plats composés","plats composés","Couscous au mouton","Couscous w mutton","Blé dur","0.016365862000000002","0.10720063","7.194114e-09","0.0088855057","0.00051575365","9.6159559e-09","4.3848519e-09","9.9785483e-11","0.0014604956","4.7562704e-05","0.0013261056","0.0057592213","0.8766889","16.454304","0.091847405","1.1151253","6.6317857e-07","Nh2Pc05MBc6ha8h7rxl4Z","998","556476"
"25029","25029","entrées et plats composés","plats composés","Couscous au mouton","Couscous w mutton","Viande de moutton sans os","1.471392","12.866398","2.7547315e-07","0.32366541","0.02052235","1.5849708e-06","1.991784e-07","6.6471454e-09","0.23432927","0.0008435945","0.051140313","1.0388377","59.630096","1421.7837","3.9246189","25.828609","1.4740211e-05","qyvMDBvhCMjMa tKP6ULe","999","756138"
"25029","25029","entrées et plats composés","plats composés","Couscous au mouton","Couscous w mutton","Oignons","0.00071784117","0.0025448789","3.6611576e-10","0.00062572333","1.1741396e-05","2.2527006e-10","7.7686466e-11","3.41398e-12","2.881013e-05","7.2125375e-07","3.2960034e-05","0.00010573777","0.059329913","0.25964469","0.04329241","0.035807987","3.9542699e-08","9GZuIP-S5HPsLW-jDozGI","1000","848442"
"25029","25029","entrées et plats composés","plats composés","Couscous au mouton","Couscous w mutton","Poivre","0.0021024305","0.021994158","1.3080652e-09","0.0024837534","6.7305319e-05","9.0280613e-10","2.386085e-10","6.7123761e-12","0.00011776318","7.8041986e-06","4.6434827e-05","0.00027638612","0.129965587","0.14635701","0.035728663","0.25813638","1.2784749e-07","xkAPNZ9EOBTO1uCFhqq0m","1001","67685"
"25029","25029","entrées et plats composés","plats composés","Couscous au mouton","Couscous w mutton","Concentré de tomates","0.0089622807","0.063433519","9.186559e-09","0.0076182742","0.00017843933","3.3635342e-09","1.872186e-09","6.574708e-11","0.00037757089","1.0079252e-05","0.00016771908","0.0011572873","0.34361048","-0.39463825","0.41216498","1.0298606","4.0448464e-07","GxD9QQoLfu8klOtRptewm","1002","756345"
"25029","25029","entrées et plats composés","plats composés","Couscous au mouton","Couscous w mutton","Navet","0.0015919490999999999","0.0057400339","7.6295652e-10","0.001376871","2.2873824e-05","4.7880045e-10","2.990117e-10","6.7696196e-12","6.0345297e-05","1.5173057e-06","4.8495433e-05","0.0001866362","0.715543934","0.34290271","0.081695832","0.084421198","5.7838093e-08","YgbuTiCVV09igvB8D 4TF","1003","869365"
"25029","25029","entrées et plats composés","plats composés","Couscous au mouton","Couscous w mutton","Courgette","0.0031510796","0.015109066","1.6894635e-09","0.0019625864","7.2269408e-05","1.3202867e-09","3.2570878e-10","2.0962395e-11","0.00015884824","3.0968907e-06","9.5726879e-05","0.00070016046","0.178815991","0.50080981","0.17424677","0.2105113","1.2996099e-07","crXlEAtTtqm1HgW0KkTki","1004","506109"
"25029","25029","entrées et plats composés","plats composés","Couscous au mouton","Couscous w mutton","Autres étapes","0.07586364500000001","0.57648598","7.0429376e-08","0.71833337","0.001515206","2.74539701e-08","6.3306915e-09","2.5289517e-10","0.0025078914","6.9822248e-05","0.00122694665","0.0075461268000000005","1.9428518399999999","4.5390045","0.197311008","22.7304666","4.16641551e-06","WGHkDjgJ923cRiFw52n4 ","1005","976566"
"25107","25107","entrées et plats composés","plats composés","Couscous au poisson","Couscous w fish","Carotte","0.0022620568","0.0081562174","1.0841119e-09","0.0019564448","3.2502227e-05","6.8034452e-10","4.2487631e-10","9.6191922e-12","8.574677e-05","2.1559935e-06","6.8908878e-05","0.00026519798","1.01674172","0.48724261","0.1160845","0.11995707","8.2184194e-08","wfTUl3mXri61D7 TzYGDU","1006","616490"
"25107","25107","entrées et plats composés","plats composés","Couscous au poisson","Couscous w fish","Pois chiches","0.0025221966","0.01532729","2.138825e-09","0.00092927928","0.00010558064","6.1577035e-10","1.2119048e-10","4.0256554e-11","0.0001621531","8.0423981e-06","0.00029537764","0.00054014932","0.4891749","3.9906207","0.021010659","0.11939445","4.6588858e-08","Ub2mvz7mT2NbfOFAsJR3V","1007","71033"
"25107","25107","entrées et plats composés","plats composés","Couscous au poisson","Couscous w fish","Morue","0.57977318","3.2379924","7.2441344e-07","0.20097161","0.070384404","7.6664503e-07","1.1261029e-08","2.174344e-09","0.10159624","0.00011309131","0.024599915","0.26922607","11.831205299999999","7.2883836","0.093841951","44.487913","1.0771886e-05","nM8OTYIxeCpBkwnnr-hPi","1008","157771"
"25107","25107","entrées et plats composés","plats composés","Couscous au poisson","Couscous w fish","Blé dur","0.016365862000000002","0.10720063","7.194114e-09","0.0088855057","0.00051575365","9.6159559e-09","4.3848519e-09","9.9785483e-11","0.0014604956","4.7562704e-05","0.0013261056","0.0057592213","0.8766889","16.454304","0.091847405","1.1151253","6.6317857e-07","Q64ZntOYzpfqwTvzfxQ7q","1009","505686"
"25107","25107","entrées et plats composés","plats composés","Couscous au poisson","Couscous w fish","Oignons","0.00071784117","0.0025448789","3.6611576e-10","0.00062572333","1.1741396e-05","2.2527006e-10","7.7686466e-11","3.41398e-12","2.881013e-05","7.2125375e-07","3.2960034e-05","0.00010573777","0.059329913","0.25964469","0.04329241","0.035807987","3.9542699e-08","GrbV6yK3pJ57sH74U iMl","1010","444767"
"25107","25107","entrées et plats composés","plats composés","Couscous au poisson","Couscous w fish","Poivre","0.0021024305","0.021994158","1.3080652e-09","0.0024837534","6.7305319e-05","9.0280613e-10","2.386085e-10","6.7123761e-12","0.00011776318","7.8041986e-06","4.6434827e-05","0.00027638612","0.129965587","0.14635701","0.035728663","0.25813638","1.2784749e-07","ZjFJcVS7Wx89yNGNiUFoA","1011","931920"
"25107","25107","entrées et plats composés","plats composés","Couscous au poisson","Couscous w fish","Concentré de tomates","0.0089622807","0.063433519","9.186559e-09","0.0076182742","0.00017843933","3.3635342e-09","1.872186e-09","6.574708e-11","0.00037757089","1.0079252e-05","0.00016771908","0.0011572873","0.34361048","-0.39463825","0.41216498","1.0298606","4.0448464e-07","UfZN8IUaLTBNfFFyHo99K","1012","16436"
"25107","25107","entrées et plats composés","plats composés","Couscous au poisson","Couscous w fish","Navet","0.0015919490999999999","0.0057400339","7.6295652e-10","0.001376871","2.2873824e-05","4.7880045e-10","2.990117e-10","6.7696196e-12","6.0345297e-05","1.5173057e-06","4.8495433e-05","0.0001866362","0.715543934","0.34290271","0.081695832","0.084421198","5.7838093e-08","eGOdf7j9iJvMMs-OfFJsU","1013","840434"
"25107","25107","entrées et plats composés","plats composés","Couscous au poisson","Couscous w fish","Courgette","0.0031510796","0.015109066","1.6894635e-09","0.0019625864","7.2269408e-05","1.3202867e-09","3.2570878e-10","2.0962395e-11","0.00015884824","3.0968907e-06","9.5726879e-05","0.00070016046","0.178815991","0.50080981","0.17424677","0.2105113","1.2996099e-07","rB7IWuMGYKVYTUDJ1GQ1f","1014","214518"
"25107","25107","entrées et plats composés","plats composés","Couscous au poisson","Couscous w fish","Autres étapes","0.07586364500000001","0.57648598","7.0429376e-08","0.71833337","0.001515206","2.74539701e-08","6.3306915e-09","2.5289517e-10","0.0025078914","6.9822248e-05","0.00122694665","0.0075461268000000005","1.9428518399999999","4.5390045","0.197311008","22.7304666","4.16641551e-06","k-1yccqi4QHiAhwhO gQx","1015","448094"
"25138","25138","entrées et plats composés","plats composés","Couscous au poulet","Couscous w chicken","Carotte","0.0023577865","0.0085013865","1.1299913e-09","0.0020392411","3.3877713e-05","7.0913653e-10","4.4285697e-10","1.0026274e-11","8.9375551e-05","2.2472346e-06","7.1825084e-05","0.00027642109","1.05976998","0.50786259","0.12099717","0.12503362","8.5662209e-08","eUahFvXX7avVXbydXkKhp","1016","577557"
"25138","25138","entrées et plats composés","plats composés","Couscous au poulet","Couscous w chicken","Pois chiches","0.0026257196","0.015956395","2.2266125e-09","0.00096742134","0.00010991418","6.4104451e-10","1.2616472e-10","4.1908875e-11","0.00016880864","8.3724965e-06","0.00030750134","0.00056231963","0.50925297","4.1544148","0.021873037","0.12429497","4.8501087e-08","VJzbAUiVtk0-oWKcXvRN2","1017","252374"
"25138","25138","entrées et plats composés","plats composés","Couscous au poulet","Couscous w chicken","Blé dur","0.017051132","0.11168932","7.4953454e-09","0.0092575589","0.00053734925","1.0018594e-08","4.5684541e-09","1.0396369e-10","0.0015216494","4.9554246e-05","0.0013816321","0.006000371","0.91339755","17.143277","0.095693232","1.1618178","6.9094713e-07","UfsrMVgDo96c0EWEuDwMK","1018","11284"
"25138","25138","entrées et plats composés","plats composés","Couscous au poulet","Couscous w chicken","Viande de poulet sans os","0.24663396","1.8950521","1.0917691e-07","0.1401501","0.0049776417","2.2503244e-07","2.6288134e-08","1.6987803e-09","0.031015276","0.00043051781","0.0083546284","0.13008252","42.091645","90.479271","1.9806535","13.760576","7.6415332e-06","4OrK6zmEk9POQ4rVHrv9R","1019","416611"
"25138","25138","entrées et plats composés","plats composés","Couscous au poulet","Couscous w chicken","Oignons","0.00074775122","0.0026509155","3.8137059e-10","0.00065179514","1.2230621e-05","2.3465631e-10","8.0923402e-11","3.5562292e-12","3.0010552e-05","7.5130599e-07","3.4333368e-05","0.00011014351","0.061801992","0.27046322","0.045096261","0.037299986","4.1190312e-08","SuUCW--johUNjBd8bKNGP","1020","204862"
"25138","25138","entrées et plats composés","plats composés","Couscous au poulet","Couscous w chicken","Poivre","0.0021916246000000003","0.022927244","1.3635589e-09","0.0025891248","7.0160696e-05","9.41107e-10","2.4873128e-10","6.9971436e-12","0.0001227592","8.1352858e-06","4.840479e-05","0.00028811159","0.13547927599999998","0.1525661","0.037244425","0.26908762","1.3327132e-07","vIDygj2OFIKLANjJjvw0i","1021","276116"
"25138","25138","entrées et plats composés","plats composés","Couscous au poulet","Couscous w chicken","Concentré de tomates","0.009359801300000001","0.066247102","9.5940274e-09","0.0079561816","0.00018635397","3.5127232e-09","1.9552266e-09","6.8663281e-11","0.00039431798000000003","1.0526315e-05","0.00017515823","0.0012086185","0.35885127","-0.41214237","0.43044649","1.0755399","4.2242549e-07","MJM77B1J6B1fYRPUolnTd","1022","500595"
"25138","25138","entrées et plats composés","plats composés","Couscous au poulet","Couscous w chicken","Navet","0.0016593144","0.0059829306","7.9524199e-10","0.0014351351","2.3841759e-05","4.9906149e-10","3.1166476e-10","7.0560845e-12","6.2898884e-05","1.5815124e-06","5.0547578e-05","0.00019453394","0.745823082","0.35741307","0.085152893","0.087993587","6.0285584e-08","bL3vbOeBPvuyCid6x56i3","1023","658421"
"25138","25138","entrées et plats composés","plats composés","Couscous au poulet","Couscous w chicken","Courgette","0.0032844325","0.015748478","1.7609612e-09","0.0020456425","7.5327831e-05","1.3761609e-09","3.3949269e-10","2.1849518e-11","0.00016557066","3.2279503e-06","9.9778016e-05","0.00072979108","0.186383438","0.52200395","0.18162085","0.21942009","1.3546091e-07","EKNQ3nsW4bHV7UEkVW6 3","1024","402797"
"25138","25138","entrées et plats composés","plats composés","Couscous au poulet","Couscous w chicken","Autres étapes","0.075868131","0.57649008","7.0429655e-08","0.71833487","0.00151521986","2.74541933e-08","6.3308963e-09","2.5291239e-10","0.0025079146","6.9825252e-05","0.00122695113","0.007546169300000001","1.94286855","4.5390206","0.197855051","22.730538099999997","4.16643612e-06","Vft91UnuFy0Df5FbECmiB","1025","644740"
"25150","25150","entrées et plats composés","plats composés","Couscous de légumes","Couscous with vegetables","Carotte","0.0030349853","0.010943138","1.4545452e-09","0.0026249479","4.3608003e-05","9.1281333e-10","5.7005349e-10","1.2906001e-11","0.00011504582","2.8926809e-06","9.2454545e-05","0.00035581422","1.36415502","0.6537299","0.15574974","0.16094554","1.1026594e-07","Qad3kfNJ0JVxZ-L6P3G9G","1026","702050"
"25150","25150","entrées et plats composés","plats composés","Couscous de légumes","Couscous with vegetables","Pois chiches","0.0033786141","0.020531705","2.8650678e-09","0.0012448181","0.00014143079","8.2485655e-10","1.6234098e-10","5.3925757e-11","0.00021721255","1.0773212e-05","0.00039567377","0.00072355823","0.65527533","5.3456449","0.028144875","0.1599351","6.2408209e-08","CuvrwMapFZR0s g-7nEos","1027","912835"
"25150","25150","entrées et plats composés","plats composés","Couscous de légumes","Couscous with vegetables","Blé dur","0.021968952","0.14390232","9.6571235e-09","0.011927588","0.00069232941","1.2908118e-08","5.8860696e-09","1.3394849e-10","0.0019605175","6.3846487e-05","0.0017801171","0.0077309744","1.1768360900000001","22.087674","0.1232927","1.4969047","8.9022738e-07"," Ju-jZiRWynSciqag5CkE","1028","573210"
"25150","25150","entrées et plats composés","plats composés","Couscous de légumes","Couscous with vegetables","Oignons","0.0009613944199999999","0.00340832","4.9033361e-10","0.00083802232","1.5725084e-05","3.0170098e-10","1.0404437e-10","4.5722947e-12","3.8584996e-05","9.6596484e-07","4.4142902e-05","0.00014161309","0.079459705","0.34773842","0.057980907","0.047957125","5.2958972e-08","0VBnYWX5gtlG09ju2UfKt","1029","542801"
"25150","25150","entrées et plats composés","plats composés","Couscous de légumes","Couscous with vegetables","Poivre","0.0028223537","0.029525491","1.7559784e-09","0.0033342508","9.0352292e-05","1.2119488e-09","3.2031383e-10","9.0108564e-12","0.00015808815","1.0476545e-05","6.2335238e-05","0.00037102742","0.174468955","0.1964732","0.047963024","0.34652854","1.7162557e-07","HdYeXoTiPkZTOivxuEKWu","1030","597915"
"25150","25150","entrées et plats composés","plats composés","Couscous de légumes","Couscous with vegetables","Concentré de tomates","0.012034030000000001","0.085174846","1.2335178e-08","0.010229376","0.00023959796","4.5163584e-09","2.5138627e-09","8.8281361e-11","0.00050698026","1.3533834e-05","0.00022520344","0.0015539381","0.46138021","-0.52989733","0.5534312","1.382837","5.4311849e-07","rU2pvgmtlTj4 6 hE4FXW","1031","109864"
"25150","25150","entrées et plats composés","plats composés","Couscous de légumes","Couscous with vegetables","Navet","0.0021344172","0.007695992","1.0229395e-09","0.0018460498","3.0668245e-05","6.4195517e-10","4.009021e-10","9.0764164e-12","8.0908394e-05","2.0343387e-06","6.5020603e-05","0.00025023383","0.95937071","0.4597493","0.10953428","0.11318833","7.7546841e-08","4KMQJCS0sKjozQBHhMgeo","1032","530013"
"25150","25150","entrées et plats composés","plats composés","Couscous de légumes","Couscous with vegetables","Courgette","0.0042277808","0.020271725","2.266741e-09","0.002633188","9.6963344e-05","1.7714192e-09","4.3700112e-10","2.8125094e-11","0.00021312554","4.1550759e-06","0.00012843606","0.00093940024","0.23991612","0.67193291","0.23378563","0.2824415","1.7436772e-07","5hrzkGWBE0rMrRXp8YPzi","1033","258092"
"25150","25150","entrées et plats composés","plats composés","Couscous de légumes","Couscous with vegetables","Autres étapes","0.07590028500000001","0.57651941","7.0431652e-08","0.71834555","0.00151531921","2.74557931e-08","6.3323640999999995e-09","2.5303573e-10","0.0025080807","6.9846785e-05","0.0012269832000000001","0.0075464734999999995","1.9429882699999999","4.5391363","0.201754024","22.7310511","4.16658385e-06","IPBdnqTw0K1fP4QFVcHD3","1034","843546"
"25127","25127","entrées et plats composés","plats composés","Couscous royal (avec plusieurs viandes)","Couscous royal (with different meats)","Carotte","0.0022620568","0.0081562174","1.0841119e-09","0.0019564448","3.2502227e-05","6.8034452e-10","4.2487631e-10","9.6191922e-12","8.574677e-05","2.1559935e-06","6.8908878e-05","0.00026519798","1.01674172","0.48724261","0.1160845","0.11995707","8.2184194e-08","4YeDL-8r0Ey00IO7ppHvP","1035","294884"
"25127","25127","entrées et plats composés","plats composés","Couscous royal (avec plusieurs viandes)","Couscous royal (with different meats)","Pois chiches","0.0025221966","0.01532729","2.138825e-09","0.00092927928","0.00010558064","6.1577035e-10","1.2119048e-10","4.0256554e-11","0.0001621531","8.0423981e-06","0.00029537764","0.00054014932","0.4891749","3.9906207","0.021010659","0.11939445","4.6588858e-08","0iacxnA qlRnUTuWILGVL","1036","268661"
"25127","25127","entrées et plats composés","plats composés","Couscous royal (avec plusieurs viandes)","Couscous royal (with different meats)","Blé dur","0.016365862000000002","0.10720063","7.194114e-09","0.0088855057","0.00051575365","9.6159559e-09","4.3848519e-09","9.9785483e-11","0.0014604956","4.7562704e-05","0.0013261056","0.0057592213","0.8766889","16.454304","0.091847405","1.1151253","6.6317857e-07","7Tn4eId7EVGA55LVNoURc","1037","23185"
"25127","25127","entrées et plats composés","plats composés","Couscous royal (avec plusieurs viandes)","Couscous royal (with different meats)","Viande avec os","0.18856995000000001","1.4430645","8.3494374e-08","0.10744141","0.0038015406","1.7230265e-07","2.0141705e-08","1.3018044e-09","0.023749296","0.00032820852","0.0063898712","0.099610684","32.0505147","69.417785","1.519979","10.535544","5.859061e-06","13K1ekJc I jHkwKTFzl6","1038","692522"
"25127","25127","entrées et plats composés","plats composés","Couscous royal (avec plusieurs viandes)","Couscous royal (with different meats)","Merguez","0.16301736","1.5482506","3.1627646e-08","0.041608132","0.0023680666","1.6898811e-07","2.3754168e-08","7.4929665e-10","0.025077324","9.489492e-05","0.0055896844","0.11105506","7.3088488","141.55743","0.39251686","3.0423369","2.0135722e-06","gE A3bLIdFCR W9l7 TDP","1039","772424"
"25127","25127","entrées et plats composés","plats composés","Couscous royal (avec plusieurs viandes)","Couscous royal (with different meats)","Oignons","0.00071784117","0.0025448789","3.6611576e-10","0.00062572333","1.1741396e-05","2.2527006e-10","7.7686466e-11","3.41398e-12","2.881013e-05","7.2125375e-07","3.2960034e-05","0.00010573777","0.059329913","0.25964469","0.04329241","0.035807987","3.9542699e-08","BF5LpkNugQ2pfaHZf5CN4","1040","228721"
"25127","25127","entrées et plats composés","plats composés","Couscous royal (avec plusieurs viandes)","Couscous royal (with different meats)","Poivre","0.0021024305","0.021994158","1.3080652e-09","0.0024837534","6.7305319e-05","9.0280613e-10","2.386085e-10","6.7123761e-12","0.00011776318","7.8041986e-06","4.6434827e-05","0.00027638612","0.129965587","0.14635701","0.035728663","0.25813638","1.2784749e-07","h2auaYUMJahf1kdXofwj3","1041","450705"
"25127","25127","entrées et plats composés","plats composés","Couscous royal (avec plusieurs viandes)","Couscous royal (with different meats)","Concentré de tomates","0.0089622807","0.063433519","9.186559e-09","0.0076182742","0.00017843933","3.3635342e-09","1.872186e-09","6.574708e-11","0.00037757089","1.0079252e-05","0.00016771908","0.0011572873","0.34361048","-0.39463825","0.41216498","1.0298606","4.0448464e-07","f8-cjCRnO5FQfOYDWulUh","1042","68094"
"25127","25127","entrées et plats composés","plats composés","Couscous royal (avec plusieurs viandes)","Couscous royal (with different meats)","Navet","0.0015919490999999999","0.0057400339","7.6295652e-10","0.001376871","2.2873824e-05","4.7880045e-10","2.990117e-10","6.7696196e-12","6.0345297e-05","1.5173057e-06","4.8495433e-05","0.0001866362","0.715543934","0.34290271","0.081695832","0.084421198","5.7838093e-08","MIzk-pAhv5KxYExxqOPIg","1043","221381"
"25127","25127","entrées et plats composés","plats composés","Couscous royal (avec plusieurs viandes)","Couscous royal (with different meats)","Courgette","0.0031510796","0.015109066","1.6894635e-09","0.0019625864","7.2269408e-05","1.3202867e-09","3.2570878e-10","2.0962395e-11","0.00015884824","3.0968907e-06","9.5726879e-05","0.00070016046","0.178815991","0.50080981","0.17424677","0.2105113","1.2996099e-07","10nyeTGqHRgc8HE4Mi2dk","1044","893818"
"25127","25127","entrées et plats composés","plats composés","Couscous royal (avec plusieurs viandes)","Couscous royal (with different meats)","Autres étapes","0.07590290200000001","0.5765218","7.0431814e-08","0.71834642","0.00151532729","2.74559233e-08","6.3324834999999995e-09","2.5304577e-10","0.0025080943000000003","6.9848538e-05","0.0012269858100000001","0.007546498300000001","1.9429980299999998","4.5391457","0.202071383","22.7310929","4.16659588e-06","ETK41jojzhlnIB8Dz0PYX","1045","644844"
"25572","25572","entrées et plats composés","pizzas, tartes et crêpes salées","Crêpe ou Galette aux noix de St Jacques","Crepe or buckwheat crepe, filled with scallops","Farine de sarrasin","0.021513199","0.15994299","1.2439216e-08","0.017456683","0.00048031765","1.2401648e-08","9.2581182e-10","2.6146916e-10","0.0017961458","4.6931765e-05","0.0014913398","0.0077821453","1.05515042","19.488594","0.35095868","1.275474","6.337225e-07","X1 j3YSxkrp6sPQkQqd-C","1046","790425"
"25572","25572","entrées et plats composés","pizzas, tartes et crêpes salées","Crêpe ou Galette aux noix de St Jacques","Crepe or buckwheat crepe, filled with scallops","Beurre","0.076210524","0.81197307","1.8563085e-08","0.056649888","0.0013234365","6.2212648e-08","1.0648393e-08","4.5049234e-10","0.0092139125","8.909805e-05","0.0029756426","0.040056917","9.0680537","48.080129","0.26339998","2.3623123","2.0506368e-06","hQ82uPZnHDak2L9AzknIA","1047","260434"
