"Code AGB","Code CIQUAL","Groupe d'aliment","Sous-groupe d'aliment","Nom du Produit en Français","LCI Name","code saison","code avion","Livraison","Matériau d'emballage","Préparation","DQR","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine   substances non-cancérogènes","Effets toxicologiques sur la santé humaine   substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux"," id"," i"," rand"
"25935","25935","entrées et plats composés","soupes","Soupe à la tomate, déshydratée reconstituée","Soup, tomatoes, dehydrated and reconstituted","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.83","0.09758649","0.37389477","4.275567e-08","1.5895302","0.0010046687","2.2281865e-08","7.1710209e-09","2.6962062e-10","0.0023687317","7.9553263e-05","0.0012669554","0.0069897732","1.5102086799999999","3.2589619","0.44591155","36.442692","3.5045631e-06","V02W2vXCu HTvH1t8n1GF","649","411975"
"25914","25914","entrées et plats composés","soupes","Soupe à la tomate, préemballée à réchauffer","Soup, tomatoes, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","2.59","0.062795882","0.41716588","6.1739568e-08","0.55219707","0.0011761492","2.9284307e-08","7.879731e-09","2.7356469e-10","0.0023683384","9.1048824e-05","0.0013704289","0.007648551","2.31910413","7.6801374","0.45340515","16.309312","3.0415531e-06"," 1Ht-Nlw6kctwNZg0PtWr","650","884436"
"25928","25928","entrées et plats composés","soupes","Soupe à la volaille et aux légumes, déshydratée re...","Soup, chicken and vegetables, dehydrated and recon...","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.89","0.01801179","0.13310224","1.3058288e-08","0.085458871","0.00045675145","9.8559099e-09","2.1586591e-09","9.6166337e-11","0.0010101852","3.8414639e-05","0.00052859184","0.0033362099","1.4419396999999998","3.0732107","0.15804928","2.9158387","1.5484158e-06","9JkUPW5nhwfJQJoxm-IOp","651","210263"
"25901","25901","entrées et plats composés","soupes","Soupe à la volaille et aux légumes, préemballée à ...","Soup, chicken and vegetables, prepacked, to be reh...","2","False","Ambiant (long)","Carton","Cuisson à l'eau","3.31","0.01801179","0.13310224","1.3058288e-08","0.085458871","0.00045675145","9.8559099e-09","2.1586591e-09","9.6166337e-11","0.0010101852","3.8414639e-05","0.00052859184","0.0033362099","1.4419396999999998","3.0732107","0.15804928","2.9158387","1.5484158e-06","xXng ip0zGZhj 5S9dJuG","652","158437"
"25950","25950","entrées et plats composés","soupes","Soupe à la volaille et aux vermicelles, déshydraté...","Soup, chicken and vermicelli, dehydrated and recon...","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.94","0.18412135","0.95733033","8.7260335e-08","1.6477038","0.0028461544","8.6383106e-08","2.1772244e-08","8.3085518e-10","0.010796055","0.00021230197","0.0045527759","0.042994653","13.7905225","33.762577","2.194652","41.664227","6.8086412e-06","M4H-0GkcvZtnhS1uQ3SLC","653","974849"
"25908","25908","entrées et plats composés","soupes","Soupe à la volaille et aux vermicelles, préemballé...","Soup, chicken and vermicelli, prepacked, to be reh...","2","False","Ambiant (long)","Carton","Micro-onde","2.45","0.14934996","1.000731","1.0625412e-07","0.61038364","0.0030180438","9.3399783e-08","2.2484196e-08","8.3492387e-10","0.010797533","0.00022382701","0.004656979","0.043661427","14.6021448","38.190527","2.202534","21.532007","6.3463649e-06","kOZ8BqGmRMYGKlq LbEiQ","654","937403"
"25942","25942","entrées et plats composés","soupes","Soupe à l'oignon, déshydratée reconstituée","Soup, onions, dehydrated and reconstituted","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.5","0.29702344","2.1828905","1.7728319e-07","1.7660427","0.0066227705","1.6091386e-07","3.4575052e-08","1.5080615e-09","0.018687622","0.00053540931","0.009532612","0.067822624","23.616724","69.358411","2.0351093","52.138599","1.7536427e-05","8MWjGHFIhPWmaJETTujXJ","655","454068"
"25910","25910","entrées et plats composés","soupes","Soupe à l'oignon, préemballée à réchauffer","Soup, onions, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","2.01","0.26227712000000003","2.2265633","1.9629696e-07","0.72874882","0.0067954985","1.6794709e-07","3.5289847e-08","1.5122806e-09","0.018690852","0.0005470061","0.0096379209","0.068494911","24.430528000000002","73.794264","2.0429558","32.008704","1.7076533e-05","Yq9dn9k YCakn  eE3eHo","656","396568"
"25923","25923","entrées et plats composés","soupes","Soupe asiatique, avec pâtes, déshydratée reconstit...","Soup, Asian-style with noodles, dehydrated and rec...","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.9","0.44705246","6.6064346","8.3728311e-07","1.9079809","0.023614877","4.7559954e-07","1.6271385e-07","9.5908234e-09","0.045905159","0.0029616721","0.039674279","0.1265719","117.711231","98.698729","-41.555844","103.33039","3.5476115e-05","HShyuN6zf2iPg-msCg2t3","657","500444"
"25955","25955","entrées et plats composés","soupes","Soupe asiatique, avec pâtes, préemballée à réchauf...","Soup, Asian-style with noodles, prepacked, to be r...","2","False","Ambiant (long)","Carton","Micro-onde","2.78","0.41233945","6.6510897","8.5644344e-07","0.8707185","0.023791378","4.8270265e-07","1.634571e-07","9.5968373e-09","0.045914433","0.0029738077","0.039786281","0.12725723","118.545929","103.1411","-41.557678","83.211863","3.5020205e-05","76LIRNm1ykCEw1lqwtg39","658","588752"
"25957","25957","entrées et plats composés","soupes","Soupe au cresson, déshydratée reconstituée","Soup, watercress, dehydrated and reconstituted","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.69","0.11564571","0.52055044","4.7662724e-08","1.6072631","0.0013451019","3.5687625e-08","1.0794539e-08","3.9428338e-10","0.0039716019","0.00010222593","0.0018741071","0.014893671","3.7812875999999997","12.500137","0.71722734","37.221819","4.5406684e-06","FXsDLvXBbU6laT7Ex6vkh","659","75823"
"25958","25958","entrées et plats composés","soupes","Soupe au cresson, préemballée à réchauffer","Soup, watercress, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","2.4","0.080859114","0.56385411","6.6647712e-08","0.56993395","0.001516658","4.2693045e-08","1.1504054e-08","3.9825513e-10","0.0039715646","0.00011372652","0.0019777154","0.015554204","4.5906872000000005","16.923364","0.72478119","17.088612","4.0778886e-06","ZR-C-Oooj7TVpvyJG-YPv","660","106979"
"25917","25917","entrées et plats composés","soupes","Soupe au pistou, déshydratée reconstituée","Soup, pistou (basil, garlic and olive oil), dehydr...","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.64","0.138159","0.47504444","5.8912745e-08","1.6011311","0.0017346932","4.2615929e-08","1.8902935e-08","5.7539201e-10","0.0051471467","0.00012309158","0.0029706478","0.019131057","6.4654164","45.987539","2.2818503","37.778065","4.7599574e-06","ygd0 aucUexfSwEJu2iDM","661","890965"
"25953","25953","entrées et plats composés","soupes","Soupe au pistou, préemballée à réchauffer","Soup, pistou (basil, garlic and olive oil), prepac...","2","False","Ambiant (long)","Carton","Micro-onde","2.08","0.1033774","0.51833801","7.7900231e-08","0.56380059","0.0019063358","4.9622887e-08","1.9614251e-08","5.7940397e-10","0.0051473704","0.00013459681","0.0030744996","0.019792531","7.2754121","50.418203","2.2897516","17.644982","4.2972263e-06","2fcvc1Ojlp3Mig PWgCdM","662","130143"
"25954","25954","entrées et plats composés","soupes","Soupe au potiron, déshydratée reconstituée","Soup, pumpkin, dehydrated and reconstituted","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.69","0.13883453999999998","0.69623474","5.7734851e-08","1.6297618","0.0018402705","4.7498378e-08","1.09317e-08","5.2342314e-10","0.0059025926","0.00013139545","0.0026292876","0.022158277","5.3319036","20.688511","1.4084086","38.543739","6.2303577e-06","WdZ5usIuL8TD6wuQaBrXF","663","441595"
"25945","25945","entrées et plats composés","soupes","Soupe au potiron, préemballée à réchauffer","Soup, pumpkin, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","2.4","0.1040531","0.73957743","7.6722077e-08","0.59243758","0.0020119366","5.450642e-08","1.1641245e-08","5.2742356e-10","0.0059029841","0.00014290252","0.0027330636","0.022820423","6.141647600000001","25.113557","1.4161159","18.410826","5.767953e-06","UkgoOPwrkMLSfytXEk0-D","664","827509"
"25932","25932","entrées et plats composés","soupes","Soupe aux asperges, déshydratée reconstituée","Soup, asparagus, dehydrated and reconstituted","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.5","0.23864954","1.4523054","1.4444005e-07","1.7024942","0.004894054","1.1731973e-07","4.0434841e-08","1.3550844e-09","0.013817675","0.00037479115","0.007775559","0.049614491","19.7025256","66.033861","1.7034962","47.13571","1.4124683e-05","VPgMEAFrR-bW8yWNSwJYV","665","101210"
"25968","25968","entrées et plats composés","soupes","Soupe aux asperges, préemballée à réchauffer","Soup, asparagus, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","2.01","0.20389026","1.495816","1.6344653e-07","0.66518614","0.0050663982","1.2434328e-07","4.1150937e-08","1.3592695e-09","0.013819824","0.00038635227","0.0078804777","0.050282734","20.515460100000002","70.468976","1.711269","27.004705","1.3664032e-05","7OOMlTHORYsLDbW9Na8kw","666","210025"
"25934","25934","entrées et plats composés","soupes","Soupe aux céréales et aux légumes, déshydratée rec...","Soup, cereals and vegetables, dehydrated and recon...","2","False","Ambiant (long)","Carton","Cuisson à l'eau","3.07","0.12483854999999999","0.53963209","6.1368061e-08","1.6126597","0.0016614687","3.5317168e-08","1.4307891e-08","4.5721842e-10","0.0040073441","0.00012005575","0.0024669377","0.013506229","3.6292709","11.866439","1.3122429","38.733712","4.9548183e-06","v5BnR6iCK05tSWkEuXuc6","667","464217"
"25936","25936","entrées et plats composés","soupes","Soupe aux champignons, déshydratée reconstituée","Soup, mushrooms, dehydrated and reconstituted","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.5","0.48955574","3.5536552","1.8498405e-07","1.7925472","0.0076389855","1.9653305e-07","3.8541124e-08","1.7044185e-09","0.022643056","0.0005805399","0.012223392","0.084039007","36.34511","76.147644","16.491072","67.663094","1.9093794e-05","5j1UpsktBsbmOqs0MmIOs","668","380414"
"25912","25912","entrées et plats composés","soupes","Soupe aux champignons, préemballée à réchauffer","Soup, mushrooms, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","2.16","0.45485217","3.5976324","2.0399953e-07","0.7552592","0.0078119392","2.0357418e-07","3.92568e-08","1.7086811e-09","0.022647165","0.00059214671","0.012329298","0.084714894","37.161741","80.585005","16.502128","47.536647","1.8634246e-05","VOQPiW AsQs2tMmf-MkMa","669","197675"
"25962","25962","entrées et plats composés","soupes","Soupe aux légumes avec fromage, préemballée à réch...","Soup, vegetables with cheese, prepacked, to be reh...","2","False","Ambiant (long)","Carton","Micro-onde","2.03","0.14811579","1.2368626","9.3212206e-08","0.61850551","0.0027754704","9.592211e-08","2.0177983e-08","7.5747001e-10","0.011449283","0.00020497402","0.0047029801","0.04746522","13.4239998","57.740468","1.3343137","19.674331","5.0727083e-06","QxyWLbiCTE0XxjLY27yaY","670","719738"
"25905","25905","entrées et plats composés","soupes","Soupe aux légumes variés, déshydratée reconstituée","Soup, mixed vegetables, dehydrated and reconstitut...","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.72","0.11657870000000001","0.46678971","5.2569833e-08","1.6008265","0.0014461765","3.2642921e-08","1.0921562e-08","3.6877553e-10","0.0035361007","9.8183797e-05","0.0020078562","0.012844099","5.2134754999999995","12.600848","1.2179415","37.239903","4.0406461e-06","r0cmjFaiFrycg86ukO7Fa","671","575850"
"25903","25903","entrées et plats composés","soupes","Soupe aux légumes variés, préemballée à réchauffer","Soup, mixed vegetables, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","2.42","0.081792313","0.51008144","7.1555911e-08","0.56349584","0.001617755","3.9647664e-08","1.1631105e-08","3.7274161e-10","0.0035359666","0.0001096835","0.0021114942","0.013504177","6.0231932","17.024097","1.2256065","17.106701","3.5777553e-06","ST5SDfvet6Rq5gOIOX7p ","672","307531"
"25964","25964","entrées et plats composés","soupes","Soupe aux légumes verts, déshydratée reconstituée","Soup, green vegetables, dehydrated and reconstitut...","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.5","0.17452858999999998","1.0180671","9.9312252e-08","1.6551941","0.0033693781","7.1720305e-08","1.7112837e-08","7.4111354e-10","0.0077895318","0.00026487601","0.0043138409","0.026287829","9.5063367","21.322417","1.4998542","43.105889","9.5510757e-06","56OmVs26Su8ibB1xnsF9z","673","96819"
"25963","25963","entrées et plats composés","soupes","Soupe aux légumes verts, préemballée à réchauffer","Soup, green vegetables, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","2.01","0.13975506000000001","1.0614813","1.1830871e-07","0.61787556","0.0035413837","7.8733726e-08","1.7823755e-08","7.451623e-10","0.0077903423","0.00027641272","0.0044179909","0.026950892","10.3170077","25.747603","1.5075818","22.973989","9.0894085e-06","Wyg3yQuUARuSrCSnmchrQ","674","561795"
"25900","25900","entrées et plats composés","soupes","Soupe aux lentilles, préemballée à réchauffer","Soup, lentils, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","2.59","0.071351924","0.46338981","6.7627388e-08","0.5552614","0.0014196782","3.1114529e-08","8.0867467e-09","4.1420754e-10","0.0027540645","0.00012099573","0.0024549049","0.00910849","4.168760300000001","23.085874","0.57427243","16.583278","3.2040626e-06","RSZ7zFCniKEXKvZgmh4PV","675","262771"
"25925","25925","entrées et plats composés","soupes","Soupe aux poireaux et pommes de terre, déshydratée...","Soup, leek and potato, dehydrated and reconstitute...","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.77","0.10306978","0.41036522","4.5407176e-08","1.5910592","0.0011912328","2.8401263e-08","9.9180647e-09","2.8877033e-10","0.0029281344","8.3513626e-05","0.0015291039","0.010848857","2.9901909","8.345425","0.46111915","36.403998","3.4474885e-06","1q5OeMgXsowyZtSCJGsiF","676","583512"
"25907","25907","entrées et plats composés","soupes","Soupe aux poireaux et pommes de terre, préemballée...","Soup, leek and potato, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","2.51","0.068280389","0.45364443","6.4391663e-08","0.55372643","0.0013627548","3.5405064e-08","1.0627385e-08","2.9271865e-10","0.0029278654","9.5010066e-05","0.0016326356","0.011508491","3.7994149","12.76773","0.46861612","16.27061","2.9844659e-06","I3V WIn8sgE7CgWGRnzZs","677","334420"
"25965","25965","entrées et plats composés","soupes","Soupe aux pois cassés, préemballée à réchauffer","Soup, split peas, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","3.07","0.071351924","0.46338981","6.7627388e-08","0.5552614","0.0014196782","3.1114529e-08","8.0867467e-09","4.1420754e-10","0.0027540645","0.00012099573","0.0024549049","0.00910849","4.168760300000001","23.085874","0.57427243","16.583278","3.2040626e-06","8CkC71eH b64gpU jvPav","678","112206"
"25915","25915","entrées et plats composés","soupes","Soupe chorba frik, à base de viande et de frik","Soup, chorba frik, w meat and frik","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.31","0.50279571","4.2424773","1.7897124e-07","0.91335134","0.0077601773","4.5988099e-07","6.6831695e-08","2.2640814e-09","0.066070018","0.00041515893","0.01686428","0.28714348","21.031492","403.24902","1.8717295","34.535525","9.917466e-06","w9jLsSZ2 Olvl1tZ6MGqN","679","664418"
"25919","25919","entrées et plats composés","soupes","Soupe de poissons et / ou crustacés, déshydratée r...","Soup, fish and/or crustacean, dehydrated and recon...","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.79","1.4701742","8.2203674","1.7507792e-06","2.1957458","0.14231146","1.5642188e-06","7.0833649e-08","6.4673498e-09","0.20758928","0.00079755483","0.052952669","0.56087169","43.296838","59.715871","2.6914379","147.61439","0.00010113382","sLBcXEDH3TfiQ3pd8ViDf","680","366968"
"25904","25904","entrées et plats composés","soupes","Soupe de poissons et / ou crustacés, préemballée à...","Soup, fish and/or crustacean, prepacked, to be reh...","2","False","Ambiant (long)","Carton","Micro-onde","2.56","1.4356884","8.2653809","1.7701424e-06","1.1585473","0.14251432","1.5715637e-06","7.1556496e-08","6.4726702e-09","0.20763446","0.00080920983","0.05306762","0.56165347","44.115013000000005","64.149583","2.6994302","127.50569","0.00010069249","9-ljv-Xqsymp7MWrG2Izd","681","526234"
"25967","25967","entrées et plats composés","soupes","Soupe froide type Gaspacho ou Gazpacho","Soup, gazpacho, cold","2","False","Ambiant (long)","Carton","Micro-onde","3.07","0.062795882","0.41716588","6.1739568e-08","0.55219707","0.0011761492","2.9284307e-08","7.879731e-09","2.7356469e-10","0.0023683384","9.1048824e-05","0.0013704289","0.007648551","2.31910413","7.6801374","0.45340515","16.309312","3.0415531e-06","jhVX7dpUZw605YyS8NStc","682","253781"
"25924","25924","entrées et plats composés","soupes","Soupe marocaine, déshydratée reconstituée","Soup, Moroccan, dehydrated and reconstituted","2","False","Ambiant (long)","Carton","Cuisson à l'eau","2.83","0.50720487","3.9137608","1.2932135e-07","1.6898355","0.0072078884","4.4897237e-07","6.498063e-08","2.1624713e-09","0.065512041","0.00038029416","0.016648224","0.28542377","18.8713547","398.35004","1.6278706","45.276723","8.4680746e-06","DNgRInDnR0kj6LJFpOK7l","683","167140"
"25956","25956","entrées et plats composés","soupes","Soupe minestrone, déshydratée reconstituée","Soup, minestrone, dehydrated and reconstituted","2","False","Ambiant (long)","Carton","Cuisson à l'eau","3.02","0.23884861999999998","1.5566263","1.4830002e-07","1.7140044","0.0052881807","1.1141337e-07","3.0604147e-08","1.1470975e-09","0.012458872","0.00042630937","0.0073083194","0.042267854","17.862821099999998","43.389041","1.9830633","49.106939","1.4399411e-05","cbJVxo0slD9661kMnQXzE","684","431683"
"25916","25916","entrées et plats composés","soupes","Soupe minestrone, préemballée à réchauffer","Soup, minestrone, prepacked, to be reheated","2","False","Ambiant (long)","Carton","Micro-onde","2.56","0.1033774","0.51833801","7.7900231e-08","0.56380059","0.0019063358","4.9622887e-08","1.9614251e-08","5.7940397e-10","0.0051473704","0.00013459681","0.0030744996","0.019792531","7.2754121","50.418203","2.2897516","17.644982","4.2972263e-06","rAje05ScGwZhX-52baNYw","685","137429"
"25169","25169","entrées et plats composés","feuilletées et autres entrées","Spécialité chinoise ou bouchées à la vapeur, cuite","Chinese specialty or dumplings","2","False","Glacé","Carton","Four","2.88","0.42628472","7.4877503","1.0349539e-06","1.478298","0.02768111","5.5765951e-07","1.9642178e-07","1.1784301e-08","0.053244073","0.0035873611","0.047317988","0.14519045","139.473654","120.99746","-57.051609","103.64568","3.9996757e-05","jpExT3c-mpcp65OTr2gQA","686","368778"
"25456","25456","entrées et plats composés","plats composés","Sushi ou Maki aux produits de la mer","Sushi or maki with seafood products","2","False","Glacé","PP","Micro-onde","2.8","0.44906788","2.4540602","1.8077487e-07","0.4393907","0.00996055","1.6537432e-07","1.9008761e-07","1.497305e-09","0.018017847","0.00059641085","0.014987293","0.055245961","29.4709989","64.887942","23.027045","30.155452","1.6125653e-05","WyjiOKrAhMLmPktBcJWWB","687","314414"
"26269","26269","entrées et plats composés","salades composées et crudités","Taboulé ou Salade de couscous au poulet, préemball...","Tabbouleh with chicken, prepacked","2","False","Glacé","PS","Pas de préparation","2.19","0.27665825000000005","2.1494367","1.6168064e-07","0.33172497","0.0066446673","2.0515319e-07","3.8554477e-08","1.8237166e-09","0.027368967","0.00048341636","0.011110368","0.11071944","33.8397059","130.41877","2.6299185","24.691696","1.0068785e-05","z3zqMiqT0zAVA-BQHw4id","688","132408"
"25608","25608","entrées et plats composés","salades composées et crudités","Taboulé ou Salade de couscous, préemballé","Tabbouleh, prepacked","2","False","Glacé","PS","Pas de préparation","2.09","0.13175352999999998","1.0277182","9.8019793e-08","0.14775261","0.0037544907","7.3767008e-08","2.2534164e-08","8.5116323e-10","0.0093835057","0.00023143954","0.0065409085","0.035588447","12.792828499999999","83.223405","1.7545563","14.393431","4.8427293e-06","aX9JU4x 7PFJfHtZEjd5f","689","704962"
"25159","25159","entrées et plats composés","plats composés","Tajine de mouton","Mutton tagine","2","False","Glacé","PP","Micro-onde","2.62","3.0846031","26.68002","6.5584138e-07","1.3952671","0.043927237","3.2439862e-06","4.1782556e-07","1.4090369e-08","0.47770361","0.0018396801","0.10647775","2.1131208","127.469855","2898.0679","9.5548287","77.646665","3.5881803e-05","rg90s1nk0jnppYzwHqhcS","690","326395"
"25204","25204","entrées et plats composés","plats composés","Tajine de poulet","Chicken tagine","2","False","Glacé","PP","Micro-onde","2.47","0.73445025","5.4423807","3.6864471e-07","1.0856856","0.014880308","6.1227245e-07","8.4188641e-08","4.9133518e-09","0.08313635","0.0011988999","0.024260749","0.34560112","111.617458","272.56361","6.6107974","59.247012","2.5036331e-05","Fd3VkqwTzyHGdW2Taeqm7","691","990443"
"25454","25454","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte à la provençale","Provencal-style tart","2","False","Glacé","Carton","Four","3.19","0.25606932","2.1052742","1.5420378e-07","1.2891185","0.0046680093","1.5367155e-07","3.3250764e-08","1.4007134e-09","0.019675263","0.00032390866","0.0075404839","0.079945509","19.3369538","88.84122","1.7899444","37.733596","1.2035169e-05","-1yRVox d0EdiT2lxb6Z8","692","143366"
"25561","25561","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte à la tomate","Tomato tart","2","False","Glacé","Carton","Four","2.79","0.25606932","2.1052742","1.5420378e-07","1.2891185","0.0046680093","1.5367155e-07","3.3250764e-08","1.4007134e-09","0.019675263","0.00032390866","0.0075404839","0.079945509","19.3369538","88.84122","1.7899444","37.733596","1.2035169e-05","CVRXttNidR05QKHk-Tbe9","693","405790"
"25529","25529","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte à l'oignon","Onion tart","2","False","Glacé","Carton","Four","2.42","0.33170796","2.5112309","1.5608089e-07","1.3390596","0.0056936398","2.3773071e-07","3.5643817e-08","1.8355373e-09","0.03247828","0.00043244813","0.010834165","0.13647314","32.2807416","138.00525","2.1465918","38.308","1.4933522e-05","zPtmBqCzo0D-D38qm0jGN","694","984674"
"25444","25444","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte au fromage","Cheese tart","2","False","Glacé","Carton","Four","2.67","0.39247252","3.2478993","1.7582406e-07","1.3910213","0.0067408997","2.987639e-07","4.437475e-08","2.172289e-09","0.040861322","0.00052962896","0.012729653","0.1726923","39.499835","172.06866","1.5375952","40.759415","1.6304832e-05","V5TUajITmKm8leGPcCTQJ","695","949223"
"25623","25623","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte au maroilles ou Flamiche au maroilles","Maroilles cheese tart or maroilles cheese flamiche","2","False","Glacé","Carton","Four","2.19","0.48494777","3.9017603","1.9763975e-07","1.4455303","0.0077793372","4.0770394e-07","5.240056e-08","2.5303918e-09","0.056784012","0.00059546004","0.016497945","0.24301999","43.334306","251.9319","1.7673509","43.431666","1.700407e-05","ja7bCgsXXF3oHx4w-o-43","696","651037"
"25555","25555","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte au saumon","Salmon tart","2","False","Glacé","Carton","Four","2.89","0.42077521","3.2483084","2.5976288e-07","1.4552981","0.0098256699","2.7065715e-07","4.7182929e-08","2.629611e-09","0.035204757","0.00069208127","0.023671488","0.1444462","46.112805","156.38059","1.3118726","48.312746","2.5750602e-05","PLotuzAjRQ-VH9N6dTeMw","697","900360"
"25417","25417","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte aux légumes","Vegetables tart","2","False","Glacé","Carton","Four","3.19","0.25606932","2.1052742","1.5420378e-07","1.2891185","0.0046680093","1.5367155e-07","3.3250764e-08","1.4007134e-09","0.019675263","0.00032390866","0.0075404839","0.079945509","19.3369538","88.84122","1.7899444","37.733596","1.2035169e-05","7tvX1h7bznhZ V69UjIQ4","698","513263"
"25564","25564","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte aux noix de Saint-Jacques","Scallops tart","2","False","Glacé","Carton","Four","2.22","0.56350608","4.1664741","4.6550766e-07","1.3878125","0.029295257","4.2395654e-07","3.7248e-08","2.4287508e-09","0.05514248","0.00049094164","0.017672096","0.17734845","35.989227","104.18212","7.5173021","62.343892","2.6950092e-05","P8TQK9tX1NWbDTGkaxHu5","699","290925"
"26267","26267","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte épinard chèvre","Goat cheese and spinach tart","2","False","Glacé","Carton","Four","2.59","0.48494777","3.9017603","1.9763975e-07","1.4455303","0.0077793372","4.0770394e-07","5.240056e-08","2.5303918e-09","0.056784012","0.00059546004","0.016497945","0.24301999","43.334306","251.9319","1.7673509","43.431666","1.700407e-05","OlT8Pu505fRF22iRpQsW0","700","840225"
"25553","25553","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte ou Tourte aux poireaux","Leek tart or pie","2","False","Glacé","Carton","Four","2.22","0.34214555","2.6569224","1.6812083e-07","1.3517415","0.006201983","2.5139212e-07","4.7801551e-08","1.8961236e-09","0.033046189","0.00043391384","0.010776604","0.14346601","34.62284","134.26457","1.8263647","39.255459","1.5304631e-05","w9nuzYzRs1lTewpGFrWLZ","701","951226"
"25137","25137","entrées et plats composés","plats composés","Tartiflette","Tartiflette (cheese fondue)","2","False","Glacé","Carton","Micro-onde","1.78","0.30348724","2.5264532","1.6059165e-07","1.0102997","0.005368616","2.3319661e-07","3.2531799e-08","1.5962837e-09","0.031728874","0.00039658651","0.010068454","0.13383174","28.1688949","130.0315","1.6498259","31.759092","1.0267437e-05","OTmMbtr99gKRCU2uefXCC","702","257221"
"8296","8296","entrées et plats composés","plats composés","Terrine ou mousse de légumes","Vegetable terrine or mousse","2","False","Glacé","PP","Micro-onde","2.92","0.19023968","1.3179277","1.1467255e-07","0.79981123","0.003746656","1.1662454e-07","2.1789903e-08","9.2468466e-10","0.015114351","0.00022029272","0.0059460924","0.061177781","19.5571787","42.752575","2.3364467","28.306261","9.0935948e-06","ExZ3Jv7YN3HYqu4BUsq8n","703","390668"
"26268","26268","entrées et plats composés","pizzas, tartes et crêpes salées","Tielle sétoise","Squid and spicy tomato sauce pie","2","False","Glacé","Carton","Four","2.58","0.46245379000000003","2.4922638","4.7391502e-07","1.3007892","0.036497666","4.4962641e-07","3.6746812e-08","2.2911344e-09","0.058558987","0.00030851441","0.017795809","0.16887519","19.6335923","100.78115","2.6369711","55.405961","1.5592358e-05","a4GTEC4pql8B8-HrIEPT1","704","907318"
"25523","25523","entrées et plats composés","sandwichs","Toasts ou Canapés salés, garnitures diverses","Canapés (toasts w various toppings)","2","False","Glacé","LDPE","Pas de préparation","2.38","0.19889005","1.7911832","1.2715066e-07","0.71049848","0.0041915362","1.1702644e-07","1.8434717e-08","1.2220829e-09","0.016101567","0.00028767626","0.007740136","0.065324427","18.8820578","97.519061","0.70357951","27.82415","7.2599343e-06","6lUtFODYm1GTKyGSQMIdt","705","761983"
"20904","20904","entrées et plats composés","plats composés","Tofu, nature","Tofu, plain","2","False","Glacé","PP","Micro-onde","2.59","0.088937617","0.66453615","7.7719805e-08","0.72271907","0.0018929619","2.985104e-08","1.2012854e-08","4.9992011e-10","0.0028974831","9.8128704e-05","0.0029579816","0.0090371369","3.68711563","29.885152","0.23491258","23.314656","4.7587173e-06","geEYKN1bwlWW-Q9XLUecb","706","695477"
