"Code AGB","Code CIQUAL","Groupe d'aliment","Sous-groupe d'aliment","Nom du Produit en Français","LCI Name","code saison","code avion","Livraison","Matériau d'emballage","Préparation","DQR","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine   substances non-cancérogènes","Effets toxicologiques sur la santé humaine   substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux"," id"," i"," rand"
"11084","11084","aides culinaires et ingrédients divers","algues","Agar (algue), cru","Seaweed, agar, raw","2","False","Ambiant (long)","LDPE","Pas de préparation","2.99","1.2260253","6.7458055","1.0171471e-06","11.050022","0.038875337","7.172887e-07","4.771949e-08","6.1080188e-09","0.099733317","0.001867933","0.0132801","0.12734989","43.368466","24.699395","3.0791209","315.05717","8.7557674e-05","Ctg28H2NpEzvxsBYRK5ls","1","813363"
"11023","11023","aides culinaires et ingrédients divers","herbes","Ail séché, poudre","Garlic, powder, dried","2","False","Ambiant (long)","Verre","Pas de préparation","4.11","0.10351305","0.75027428","1.2293325e-07","0.17226946","0.0029361773","8.2628759e-08","9.2819816e-09","4.3436315e-10","0.0062464528","0.00012464559","0.0023785888","0.012784855","5.6725313","20.508995","2.5857634","12.701604","6.647749e-06","XjV5Nz2SOQ SDULQa1alk","2","327490"
"11000","11000","aides culinaires et ingrédients divers","herbes","Ail, cru","Garlic, fresh","2","False","Ambiant (long)","Pas d'emballage","Pas de préparation","3.54","0.064652051","0.3580429","5.4839983e-08","0.14397077","0.0010808698","2.3448846e-08","6.066248e-09","2.8247855e-10","0.0020356407","6.8833516e-05","0.0021968034","0.0063935712","4.06465","18.871203","3.1041456","6.2753846","3.7711208e-06","cOeZvVMs9WbIeOa45P EQ","3","676029"
"11093","11093","aides culinaires et ingrédients divers","herbes","Aneth, frais","Dill, fresh","2","False","Ambiant (long)","LDPE","Pas de préparation","3.75","0.13158055999999999","0.81343604","6.2688292e-08","0.14134172","0.0025585049","6.8967201e-08","9.7399896e-09","5.867577e-10","0.008112039","0.00020343308","0.0040503998","0.031181447","5.534832","36.288833","5.2903347","12.553109","4.7788247e-06","aTN1U bVGYd4DfazIgisn","4","348384"
"20995","20995","aides culinaires et ingrédients divers","algues","Ao-nori (Enteromorpha sp.), séchée ou déshydratée","Sea lettuce (Enteromorpha sp.), dried or dehydrate...","2","False","Ambiant (long)","LDPE","Pas de préparation","2.99","1.2260253","6.7458055","1.0171471e-06","11.050022","0.038875337","7.172887e-07","4.771949e-08","6.1080188e-09","0.099733317","0.001867933","0.0132801","0.12734989","43.368466","24.699395","3.0791209","315.05717","8.7557674e-05","iqSnjIrn2WsQSadmHqAFd","5","95211"
"20998","20998","aides culinaires et ingrédients divers","algues","Ascophylle noueux ou goémon noir (Ascophyllum nodo...","North Atlantic rockweed (Ascophyllum nodosum), dri...","2","False","Ambiant (long)","LDPE","Pas de préparation","2.99","1.1994911000000001","6.5607443","9.8036369e-07","11.037991","0.034930597","7.1057002e-07","4.712999e-08","5.9965921e-09","0.094211475","0.0018587903","0.011911677","0.11215712","42.723457","24.212583","3.0757212","312.63228","8.7251397e-05","ga68ihtVFBFfKDqGz7r1v","6","95853"
"37000","37000","aides culinaires et ingrédients divers","ingrédients divers","Base de pizza à la crème","cream sauce for pizza base","2","False","Ambiant (long)","Carton","Pas de préparation","2.89","0.21758125","1.9605044","1.0377938e-07","0.72916023","0.0037583282","1.4428278e-07","2.8469578e-08","1.2813597e-09","0.019282661","0.00030967822","0.0067047269","0.079039484","19.241559","94.993989","0.44938315","23.187248","1.6845308e-05","yz3DcEcCdb bIm6kXvjWT","7","248418"
"37002","37002","aides culinaires et ingrédients divers","ingrédients divers","Base de pizza tomatée","Tomato sauce for pizza base","2","False","Ambiant (long)","Carton","Pas de préparation","3.19","0.14641667","0.71829418","1.1254467e-07","0.57046865","0.0028980743","7.2171042e-08","3.8188584e-08","9.9331499e-10","0.0079974529","0.00017952808","0.0041748333","0.030206132","9.876105","63.813893","3.8629121","21.377295","6.9770922e-06","VCMqLoBqzUCXtkSG8CwK ","8","563303"
"11033","11033","aides culinaires et ingrédients divers","herbes","Basilic, frais","Basil, fresh","2","False","Ambiant (long)","LDPE","Pas de préparation","3.75","0.13158055999999999","0.81343604","6.2688292e-08","0.14134172","0.0025585049","6.8967201e-08","9.7399896e-09","5.867577e-10","0.008112039","0.00020343308","0.0040503998","0.031181447","5.534832","36.288833","5.2903347","12.553109","4.7788247e-06","JHBRs4GUVCqYxIuVN4B7z","9","702220"
"11032","11032","aides culinaires et ingrédients divers","herbes","Basilic, séché","Basil, dried","2","False","Ambiant (long)","Verre","Pas de préparation","3.75","0.39723177000000004","1.5491977","1.6691206e-07","0.16895693","0.0069510362","2.5620137e-07","3.3215037e-08","1.9332066e-09","0.030718928","0.00045461562","0.015129171","0.11831996","18.0029957","138.17198","19.904111","18.621583","1.4372288e-05","d2myhd4Ss5H51d6FT4raK","10","211990"
"11507","11507","aides culinaires et ingrédients divers","ingrédients divers","Bicarbonate de soude","Sodium bicarbonate","2","False","Ambiant (long)","Carton","Pas de préparation","2.97","0.22008005","1.1266035","9.0598553e-08","0.16940943","0.0037802292","1.2008695e-07","1.9978728e-08","1.3113266e-09","0.015277217","0.00059775392","0.0015590271","0.042208513","83.365663","15.85768","2.0136547","14.722475","4.8330416e-05","ydP y-uWZXwfiPjshxwGj","11","843745"
"11025","11025","aides culinaires et ingrédients divers","épices","Cannelle, poudre","Cinnamon, powder","2","False","Ambiant (long)","Verre","Pas de préparation","3.37","1.3171905","8.1468674","6.7898987e-07","0.79847504","0.034140907","1.2873914e-06","7.4116387e-08","3.0905055e-09","0.08881451","0.0014507024","0.069161396","0.55416984","160.56614","696.69007","18.363092","71.837424","0.00011473214","S4 cDhXaUJ0VMPlpm7ewV","12","968707"
"11075","11075","aides culinaires et ingrédients divers","épices","Cardamome, poudre","Cardamom, powder","2","False","Ambiant (long)","Verre","Pas de préparation","4.31","1.3171905","8.1468674","6.7898987e-07","0.79847504","0.034140907","1.2873914e-06","7.4116387e-08","3.0905055e-09","0.08881451","0.0014507024","0.069161396","0.55416984","160.56614","696.69007","18.363092","71.837424","0.00011473214","6zup5edUtZOxB9dI5oUQU","13","456809"
"11064","11064","aides culinaires et ingrédients divers","épices","Carvi, graine","Caraway, seed","2","False","Ambiant (long)","Verre","Pas de préparation","3.95","1.3171905","8.1468674","6.7898987e-07","0.79847504","0.034140907","1.2873914e-06","7.4116387e-08","3.0905055e-09","0.08881451","0.0014507024","0.069161396","0.55416984","160.56614","696.69007","18.363092","71.837424","0.00011473214","2bW eqaRPH0CFm6XdKq8J","14","249832"
"11002","11002","aides culinaires et ingrédients divers","herbes","Cerfeuil, frais","Chervil, fresh","2","False","Ambiant (long)","LDPE","Pas de préparation","3.95","0.13158055999999999","0.81343604","6.2688292e-08","0.14134172","0.0025585049","6.8967201e-08","9.7399896e-09","5.867577e-10","0.008112039","0.00020343308","0.0040503998","0.031181447","5.534832","36.288833","5.2903347","12.553109","4.7788247e-06","mCHGeljmIa2BpO76AsnFQ","15","941961"
"11003","11003","aides culinaires et ingrédients divers","herbes","Ciboule ou Ciboulette, fraîche","Chive or spring onion, fresh","2","False","Ambiant (long)","LDPE","Pas de préparation","3.75","0.090675554","0.676515","6.034464e-08","0.1763076","0.0018884435","3.1410792e-08","6.9735781e-09","3.5905109e-10","0.0029479318","0.00015040229","0.0023913572","0.0081934483","4.6299942000000005","20.11068","3.3654973","12.287575","4.8905532e-06","SdvbP1rGZEFxBAiTNg7Zc","16","224986"
"11052","11052","aides culinaires et ingrédients divers","épices","Clou de girofle","Cloves","2","False","Ambiant (long)","Verre","Pas de préparation","3.56","1.3159399","8.1393619","6.7841491e-07","0.7978111","0.034109178","1.286177e-06","7.4047916e-08","3.0876812e-09","0.088730708","0.001449343","0.069093004","0.55362427","160.40883200000002","695.99995","18.344868","71.776391","0.00011462185","P17CbCoioMPMa5uobnKsh","17","29157"
"11094","11094","aides culinaires et ingrédients divers","herbes","Coriandre, fraiche","Coriander, fresh","2","False","Ambiant (long)","LDPE","Pas de préparation","3.75","0.10892813999999999","0.96694542","9.1446055e-08","0.13845807","0.0039667726","4.5375109e-08","1.2364533e-08","4.0717488e-10","0.0056855776","0.0001698029","0.0043741447","0.016706605","23.888339000000002","12.674641","1.4495429","14.730248","6.8394714e-06","LQfAp bPOHZhz9DGD-z8C","18","957768"
"11026","11026","aides culinaires et ingrédients divers","épices","Coriandre, graine","Coriander, seed","2","False","Ambiant (long)","Verre","Pas de préparation","3.75","0.12981155","1.0982366","1.5494621e-07","0.15616866","0.0049806105","9.8015862e-08","1.493091e-08","5.1632218e-10","0.0089641143","0.00016393252","0.0044542694","0.021211842","23.782454","15.841697","1.2117472","16.08304","8.9170911e-06","l3Z5FMNugHvNjSJQY5LzY","19","838274"
"11172","11172","aides culinaires et ingrédients divers","aides culinaires","Court-bouillon pour poissons, déshydraté","Aromatic stock cube, for fish, dehydrated","2","False","Ambiant (long)","Aluminium","Pas de préparation","3.55","2.0695637000000002","9.3941053","8.5997747e-07","30.373306","0.028129383","5.856672e-07","1.6160698e-07","6.8129903e-09","0.069943003","0.0028220583","0.029953959","0.187664","63.714656","112.32403","9.1798416","710.66687","6.0109104e-05","4tiBPj1utAXClceE-OjFU","20","687489"
"39700","39700","aides culinaires et ingrédients divers","sauces","Crème anglaise, préemballée","Light custard cream with vanilla, prepacked","2","False","Glacé","PVC","Pas de préparation","1.78","0.21492564","1.7369695","1.7508439e-07","0.76138321","0.0038349487","1.5768395e-07","2.3681696e-08","1.1049431e-09","0.021522276","0.0002710498","0.006588517","0.089869721","22.9621321","76.234145","1.219706","25.440466","8.3676314e-06","5fESZybG0j4Yu9NXy7rEC","21","923057"
"11042","11042","aides culinaires et ingrédients divers","épices","Cumin, graine","Cumin, seed","2","False","Ambiant (long)","Verre","Pas de préparation","3.75","1.3171905","8.1468674","6.7898987e-07","0.79847504","0.034140907","1.2873914e-06","7.4116387e-08","3.0905055e-09","0.08881451","0.0014507024","0.069161396","0.55416984","160.56614","696.69007","18.363092","71.837424","0.00011473214","clpAobqEY6zmxddNZyLd7","22","262660"
"11089","11089","aides culinaires et ingrédients divers","épices","Curcuma, poudre","Turmeric, powder","2","False","Ambiant (long)","Verre","Pas de préparation","4.31","1.3171905","8.1468674","6.7898987e-07","0.79847504","0.034140907","1.2873914e-06","7.4116387e-08","3.0905055e-09","0.08881451","0.0014507024","0.069161396","0.55416984","160.56614","696.69007","18.363092","71.837424","0.00011473214","oIujTQbRw2BoI1XH9jinL","23","472612"
"11005","11005","aides culinaires et ingrédients divers","épices","Curry, poudre","Curry, powder","2","False","Ambiant (long)","Verre","Pas de préparation","4.11","1.3171905","8.1468674","6.7898987e-07","0.79847504","0.034140907","1.2873914e-06","7.4116387e-08","3.0905055e-09","0.08881451","0.0014507024","0.069161396","0.55416984","160.56614","696.69007","18.363092","71.837424","0.00011473214","nvPpcujcPjVVZeF2K3h8K","24","610425"
"20988","20988","aides culinaires et ingrédients divers","algues","Dulse (Palmaria palmata), séchée ou déshydratée","Dulse (Palmaria palmata), dried or dehydrated","2","False","Ambiant (long)","LDPE","Pas de préparation","2.99","1.1994911000000001","6.5607443","9.8036369e-07","11.037991","0.034930597","7.1057002e-07","4.712999e-08","5.9965921e-09","0.094211475","0.0018587903","0.011911677","0.11215712","42.723457","24.212583","3.0757212","312.63228","8.7251397e-05","5EzORR3oqwVHaX6vr6tel","25","912652"
"11092","11092","aides culinaires et ingrédients divers","herbes","Estragon, frais","Tarragon, fresh","2","False","Ambiant (long)","LDPE","Pas de préparation","3.75","0.11462818","0.68984205","5.4906736e-08","0.12429983","0.0022147183","6.0427645e-08","8.4721347e-09","5.1133669e-10","0.0071157071","0.00017239165","0.0035218176","0.027345108","4.696268","31.912149","4.6541804","11.024141","4.1979204e-06"," heM0LCoQrJSgh5x4Nurq","26","371387"
"11066","11066","aides culinaires et ingrédients divers","épices","Fenouil, graine","Fennel, seed","2","False","Ambiant (long)","Verre","Pas de préparation","4.14","0.12981155","1.0982366","1.5494621e-07","0.15616866","0.0049806105","9.8015862e-08","1.493091e-08","5.1632218e-10","0.0089641143","0.00016393252","0.0044542694","0.021211842","23.782454","15.841697","1.2117472","16.08304","8.9170911e-06","vX HZFasRGozqlioj9aB3","27","858777"
"11077","11077","aides culinaires et ingrédients divers","épices","Fenugrec, graine","Fenugreek, seed","2","False","Ambiant (long)","Verre","Pas de préparation","3.75","1.3171905","8.1468674","6.7898987e-07","0.79847504","0.034140907","1.2873914e-06","7.4116387e-08","3.0905055e-09","0.08881451","0.0014507024","0.069161396","0.55416984","160.56614","696.69007","18.363092","71.837424","0.00011473214","3feUVpSp91eVdpEQZkamr","28","928400"
"11082","11082","aides culinaires et ingrédients divers","sels","Fleur de sel, non iodée, non fluorée","Pure sea salt, no enrichment","2","False","Ambiant (long)","PVC","Pas de préparation","2.02","0.078543661","0.6040639","1.1471913e-07","0.17227335","0.0018774773","3.5739337e-08","8.5862954e-09","5.4102419e-10","0.003167768","0.00021278474","0.00071497404","0.0063798427","6.8936467","3.7647616","0.41098387","10.82681","1.7508982e-05","FFpuHrGJf7pFMhPn me8o","29","143395"
"20994","20994","aides culinaires et ingrédients divers","algues","Fucus vésiculeux (Fucus serratus ou Fucus vesiculo...","Toothed wrack or bladder wrack (Fucus serratus et ...","2","False","Ambiant (long)","LDPE","Pas de préparation","2.99","1.1994911000000001","6.5607443","9.8036369e-07","11.037991","0.034930597","7.1057002e-07","4.712999e-08","5.9965921e-09","0.094211475","0.0018587903","0.011911677","0.11215712","42.723457","24.212583","3.0757212","312.63228","8.7251397e-05","jyv9Md2h6PZdEIp1ZAhOH","30","398501"
"11007","11007","aides culinaires et ingrédients divers","ingrédients divers","Gélatine, sèche","Gelatine, dried","2","False","Ambiant (long)","Carton","Pas de préparation","2.83","0.24452345","1.7387773","1.0309112e-07","0.71769529","0.0037376572","2.3749149e-07","1.6119294e-08","1.2223992e-09","0.032223196","0.00029114851","0.0076620682","0.13834229","23.5116376","89.153446","1.2181506","22.713247","5.9801586e-06","yH0E4l5Sv1lQ4Vjl2moRd","31","520425"
"11006","11006","aides culinaires et ingrédients divers","épices","Gingembre, poudre","Ginger, powder","2","False","Ambiant (long)","Verre","Pas de préparation","4.31","0.13094530000000001","0.98072982","1.5764335e-07","0.1545785","0.0056998995","1.1619508e-07","2.9168878e-08","7.7721846e-10","0.012761492","0.00014882282","0.003497041","0.03677249","7.8119041000000005","17.96506","1.5493869","14.822355","6.3976969e-06","LzB23k2Q3ltmzvGXX7FIM","32","304690"
"11074","11074","aides culinaires et ingrédients divers","épices","Gingembre, racine crue","Ginger, raw","2","False","Ambiant (long)","Pas d'emballage","Pas de préparation","3.73","0.07660400099999999","0.45260902","7.8120849e-08","0.09734218","0.0035631932","5.1866556e-08","2.4569172e-08","5.6017516e-10","0.0081024936","6.8174777e-05","0.0028012307","0.028930092","5.09582029","12.514158","1.4447107","7.1010429","2.7538502e-06","QKILB9bA6Y HdTmmuuhor","33","447293"
"20993","20993","aides culinaires et ingrédients divers","algues","Gracilaire ou ogonori (Gracilaria verrucosa), séch...","Gracilaria seaweeds (Gracilaria verrucosa), dried ...","2","False","Ambiant (long)","LDPE","Pas de préparation","2.99","1.2260253","6.7458055","1.0171471e-06","11.050022","0.038875337","7.172887e-07","4.771949e-08","6.1080188e-09","0.099733317","0.001867933","0.0132801","0.12734989","43.368466","24.699395","3.0791209","315.05717","8.7557674e-05","f9CZ8b-w6iRvHAM2Iim5I","34","15137"
"25620","25620","aides culinaires et ingrédients divers","sauces","Guacamole, préemballé","Guacamole, prepacked","2","False","Glacé","PVC","Pas de préparation","2.51","0.31411394000000004","1.4658918","2.1353572e-07","0.71021477","0.005633994","7.7641385e-08","5.3281849e-08","9.7271999e-10","0.010913402","0.00028640168","0.0083248169","0.034970255","27.9438485","77.407067","17.461436","28.009613","1.514214e-05","k51PmwBu-4zf1-miP R9y","35","416116"
"20992","20992","aides culinaires et ingrédients divers","algues","Haricot de mer (Himanthalia elongata), séchée ou d...","Sea thong (Himanthalia elongata), dried or dehydra...","2","False","Ambiant (long)","LDPE","Pas de préparation","2.99","1.1994911000000001","6.5607443","9.8036369e-07","11.037991","0.034930597","7.1057002e-07","4.712999e-08","5.9965921e-09","0.094211475","0.0018587903","0.011911677","0.11215712","42.723457","24.212583","3.0757212","312.63228","8.7251397e-05","ENY9lwbFcFaTpYkfcuSLC","36","286428"
"11112","11112","aides culinaires et ingrédients divers","sauces","Harissa (sauce condimentaire)","Harissa (hot spicy sauce), prepacked","2","False","Glacé","PVC","Pas de préparation","2.98","0.29005398","1.4180643","2.3005353e-07","0.79515481","0.0062720232","1.3704599e-07","7.6410192e-08","1.8002287e-09","0.017898401","0.00048584097","0.0081904863","0.065371659","27.4477023","186.42162","7.5631012","33.824664","1.5475539e-05","IsGWaMDvFmHmGV3oGOerD","37","446248"
"11060","11060","aides culinaires et ingrédients divers","herbes","Herbes de Provence, séchées","Provence herbs, dried","2","False","Ambiant (long)","Verre","Pas de préparation","3.13","0.40053848000000003","1.5582755","1.6754094e-07","0.16930112","0.0069964205","2.5803348e-07","3.3490726e-08","1.9498765e-09","0.030975985","0.00045824855","0.015272774","0.11941722","18.150454500000002","139.48806","20.101762","18.69976","1.4471686e-05","3d2jrFyM4b-sU33kC A9x","38","937388"
"25621","25621","aides culinaires et ingrédients divers","sauces","Houmous","Hummus","2","False","Glacé","PVC","Pas de préparation","2.95","0.16880909000000002","0.9514995","1.836278e-07","0.68710275","0.0042506379","7.6419418e-08","2.8371822e-08","1.4366277e-09","0.01085715","0.00031463153","0.0086635339","0.040710991","20.8495048","123.72181","1.7271655","24.096405","8.1184615e-06","AuPhTIUIjnIutolkDGWgi","39","524643"
"11008","11008","aides culinaires et ingrédients divers","sauces","Ketchup","Ketchup","2","False","Glacé","PVC","Pas de préparation","2.76","0.14632883","0.94467792","1.852257e-07","0.74794972","0.0030245171","6.8367559e-08","2.6409954e-08","8.3286305e-10","0.0076819026","0.00017608445","0.0037494005","0.027074287","10.2596862","19.380335","2.3331462","26.607424","1.0564798e-05","keoIrmY7GO374MzNKBRke","40","541057"
"20991","20991","aides culinaires et ingrédients divers","algues","Kombu breton (Laminaria digitata), séchée ou déshy...","Tangle (Laminaria digitata), dried or dehydrated","2","False","Ambiant (long)","LDPE","Pas de préparation","2.6","1.1994911000000001","6.5607443","9.8036369e-07","11.037991","0.034930597","7.1057002e-07","4.712999e-08","5.9965921e-09","0.094211475","0.0018587903","0.011911677","0.11215712","42.723457","24.212583","3.0757212","312.63228","8.7251397e-05","clr9S6cPoHuBESYGsOnsS","41","768184"
"20990","20990","aides culinaires et ingrédients divers","algues","Kombu ou kombu japonais (Laminaria japonica), séch...","Kombu or Japanese kelp (Laminaria japonica), dried...","2","False","Ambiant (long)","LDPE","Pas de préparation","2.99","1.2260253","6.7458055","1.0171471e-06","11.050022","0.038875337","7.172887e-07","4.771949e-08","6.1080188e-09","0.099733317","0.001867933","0.0132801","0.12734989","43.368466","24.699395","3.0791209","315.05717","8.7557674e-05","Tn724PQOnY-BLQMO5uCDi","42","68502"
"20986","20986","aides culinaires et ingrédients divers","algues","Kombu royal (Saccharina latissima), séchée ou désh...","Sea belt (Saccharina latissima), dried or dehydrat...","2","False","Ambiant (long)","LDPE","Pas de préparation","2.99","1.2260253","6.7458055","1.0171471e-06","11.050022","0.038875337","7.172887e-07","4.771949e-08","6.1080188e-09","0.099733317","0.001867933","0.0132801","0.12734989","43.368466","24.699395","3.0791209","315.05717","8.7557674e-05","keTdo9VoTcSgSOj4hO2Vp","43","756059"
"20985","20985","aides culinaires et ingrédients divers","algues","Laitue de mer (Ulva sp.), séchée ou déshydratée","Sea lettuce (ulva sp.), dried or dehydrated)","2","False","Ambiant (long)","LDPE","Pas de préparation","2.99","1.1994911000000001","6.5607443","9.8036369e-07","11.037991","0.034930597","7.1057002e-07","4.712999e-08","5.9965921e-09","0.094211475","0.0018587903","0.011911677","0.11215712","42.723457","24.212583","3.0757212","312.63228","8.7251397e-05","PDm1a-SZ1SD207q1 Jh40","44","155306"
"11053","11053","aides culinaires et ingrédients divers","épices","Laurier, feuille","Bay, leaves","2","False","Ambiant (long)","Verre","Pas de préparation","4.31","0.13499323","0.8463228","1.2172843e-07","0.14329722","0.0033878186","1.1169986e-07","1.1392355e-08","6.1101306e-10","0.010264218","0.00016628534","0.0036794213","0.030883153","6.3351077","33.330324","4.1250539","12.713828","6.5156734e-06","gfeh8SrK4INKiM0dXplFI","45","896627"
"42200","42200","aides culinaires et ingrédients divers","ingrédients divers","Lécithine de soja","Soy lecithin","2","False","Ambiant (long)","Carton","Pas de préparation","3.47","0.52721804","6.8002675","2.434552e-07","0.20546435","0.020973929","1.5195196e-07","1.3929989e-07","7.190686e-09","0.018297904","0.0021696769","0.027556735","0.061752978","205.272983","287.48484","0.29571849","20.70072","1.6628404e-05","rIsKZHQnpFkiBiPQjyfGe","46","300491"
"11009","11009","aides culinaires et ingrédients divers","ingrédients divers","Levure alimentaire","Nutritional yeast","2","False","Ambiant (long)","Papier","Pas de préparation","2.46","0.41928163","5.6051359","7.3674699e-07","0.14989867","0.0091903637","7.5310216e-08","4.5120318e-08","1.0527968e-09","0.012303483","0.00070627149","0.015917483","0.039112059","98.462525","241.44738","0.3879644","82.940081","5.3792002e-06","nVE58Eg8ZKpBHNiI38EOF","47","534010"
"11046","11046","aides culinaires et ingrédients divers","ingrédients divers","Levure chimique ou Poudre à lever","Baking powder or raising agent","2","False","Ambiant (long)","Papier","Pas de préparation","2.85","0.41928163","5.6051359","7.3674699e-07","0.14989867","0.0091903637","7.5310216e-08","4.5120318e-08","1.0527968e-09","0.012303483","0.00070627149","0.015917483","0.039112059","98.462525","241.44738","0.3879644","82.940081","5.3792002e-06","r0fKFnYAyqp-Jql7c4dry","48","821040"
"11010","11010","aides culinaires et ingrédients divers","ingrédients divers","Levure de boulanger, compressée","Baker's yeast, compressed","2","False","Ambiant (long)","Carton","Pas de préparation","2.46","0.42894880999999996","5.7090092","7.5042525e-07","0.16043704","0.0095196391","8.3329008e-08","4.5896707e-08","1.1021729e-09","0.012776308","0.00073963805","0.016168982","0.040613971","99.14142299999999","243.79198","0.41816941","84.362424","5.8500153e-06","AfIkXp7TX93MICBi17a0z","49","819844"
"11045","11045","aides culinaires et ingrédients divers","ingrédients divers","Levure de boulanger, déshydratée","Baker's yeast, dehydrated","2","False","Ambiant (long)","Papier","Pas de préparation","2.46","0.41928163","5.6051359","7.3674699e-07","0.14989867","0.0091903637","7.5310216e-08","4.5120318e-08","1.0527968e-09","0.012303483","0.00070627149","0.015917483","0.039112059","98.462525","241.44738","0.3879644","82.940081","5.3792002e-06","yi8sv5cF8tD5bdBL6vWAm","50","792416"
"20996","20996","aides culinaires et ingrédients divers","algues","Lichen de mer ou pioca ou goémon rouge (Chondrus c...","Carragheen mosses (Chondrus crispus), dried or deh...","2","False","Ambiant (long)","LDPE","Pas de préparation","2.99","1.1994911000000001","6.5607443","9.8036369e-07","11.037991","0.034930597","7.1057002e-07","4.712999e-08","5.9965921e-09","0.094211475","0.0018587903","0.011911677","0.11215712","42.723457","24.212583","3.0757212","312.63228","8.7251397e-05","FPXDvX4A9H747tL0rtCFy","51","686755"
"11034","11034","aides culinaires et ingrédients divers","herbes","Marjolaine, séchée","Marjoram, dried","2","False","Ambiant (long)","Verre","Pas de préparation","3.75","0.39723177000000004","1.5491977","1.6691206e-07","0.16895693","0.0069510362","2.5620137e-07","3.3215037e-08","1.9332066e-09","0.030718928","0.00045461562","0.015129171","0.11831996","18.0029957","138.17198","19.904111","18.621583","1.4372288e-05","sBxPhrG6zMxvFvwJCWLg9","52","495423"
"11054","11054","aides culinaires et ingrédients divers","sauces","Mayonnaise (70% MG min.)","Mayonnaise (70% fat and more)","2","False","Glacé","PVC","Pas de préparation","2.49","0.45353566","2.5330808","3.3989576e-07","0.8873797","0.0098991965","3.027309e-07","9.3864002e-08","4.4716992e-09","0.041626097","0.00077659134","0.022544718","0.17451759","59.735256","367.99262","5.097233","39.027166","1.8106666e-05","C11HtmljN4tI0KxSngP8k","53","696700"
"11079","11079","aides culinaires et ingrédients divers","sauces","Mayonnaise à teneur réduite en matière grasse ou M...","Mayonnaise, reduced fat or light mayonnaise","2","False","Glacé","PVC","Pas de préparation","2.92","0.45353566","2.5330808","3.3989576e-07","0.8873797","0.0098991965","3.027309e-07","9.3864002e-08","4.4716992e-09","0.041626097","0.00077659134","0.022544718","0.17451759","59.735256","367.99262","5.097233","39.027166","1.8106666e-05","KVmP6RNfOQARxGDhmwhK6","54","786080"
"51500","51500","aides culinaires et ingrédients divers","herbes","Meloukhia, feuilles de corète séchées, en poudre","Molokhia powder (dried jute leaves)","2","False","Ambiant (long)","Verre","Pas de préparation","3.75","0.25076927","1.4810963","1.7050051e-07","0.29740719","0.0059530774","1.8731497e-07","7.2830127e-08","1.9344845e-09","0.014245023","0.00021128454","0.005332873","0.067992357","14.977842299999999","7.3198191","8.7485184","23.777496","1.2415115e-05","QynN7MGYAAy24RxOqz uU","55","766599"
"11027","11027","aides culinaires et ingrédients divers","herbes","Menthe, fraîche","Mint, fresh","2","False","Ambiant (long)","LDPE","Pas de préparation","3.18","0.11462818","0.68984205","5.4906736e-08","0.12429983","0.0022147183","6.0427645e-08","8.4721347e-09","5.1133669e-10","0.0071157071","0.00017239165","0.0035218176","0.027345108","4.696268","31.912149","4.6541804","11.024141","4.1979204e-06","dBWTsbnAkVSYw3vyNe2pZ","56","419147"
"20916","20916","aides culinaires et ingrédients divers","ingrédients divers","Miso","Miso","2","False","Ambiant (long)","Carton","Pas de préparation","2.52","0.26303909999999997","1.0458006","9.6201069e-08","0.53575908","0.0035693135","6.5442734e-08","1.4720525e-07","9.8430455e-10","0.008360162","0.00024817831","0.008983042","0.030701592","17.0872543","73.42984","15.032896","19.334824","6.9354459e-06","IguOq9YbQDOiIqqXWJuJF","57","343857"
"11013","11013","aides culinaires et ingrédients divers","condiments","Moutarde","Mustard","2","False","Ambiant (long)","Verre","Pas de préparation","2.47","0.30998072","1.8172594","2.4647803e-07","0.6631053","0.0076732902","2.077635e-07","7.3368673e-08","3.2715252e-09","0.022169072","0.00057149109","0.012943229","0.079070528","32.665968500000005","250.5042","3.9798599","32.096038","1.6465951e-05","QIQyjiAdmLQ3pZR3nE 6U","58","416847"
"11021","11021","aides culinaires et ingrédients divers","condiments","Moutarde à l'ancienne","Mustard, with grains","2","False","Ambiant (long)","Verre","Pas de préparation","2.21","0.29599382","2.0468004","2.619727e-07","0.69345405","0.0078234161","2.0222321e-07","6.6249331e-08","3.420062e-09","0.020747901","0.00060638916","0.013694651","0.071793434","32.0367701","223.18338","1.4254945","33.116687","1.8657628e-05","qLTS9ct3 qS57ZT-lJfCj","59","377160"
"11048","11048","aides culinaires et ingrédients divers","épices","Noix de muscade","Nutmeg","2","False","Ambiant (long)","Verre","Pas de préparation","3.75","0.14350739","1.1889479","1.7377291e-07","0.16037224","0.0071499852","1.0062408e-07","1.5156082e-08","5.6623106e-10","0.012067225000000001","0.00016414251","0.0052058648","0.02959466","24.064219","15.94079","1.2113839","17.242844","9.0176994e-06","AAAgGX21z1XgqWdovVbOt","60","886661"
